station_id,phase_time,phase_type,phase_score,phase_amplitude,event_index,gamma_score
PB.B045..EH,2023-01-01T18:47:41.928000,P,0.605,7.354e-08,-1,-1.0
PB.B045..EH,2023-01-01T18:47:43.298000,S,0.491,7.354e-08,-1,-1.0
PB.B045..EH,2023-01-01T18:48:58.948000,P,0.943,1.716e-07,-1,-1.0
PB.B045..EH,2023-01-01T18:49:02.338000,S,0.656,1.716e-07,-1,-1.0
PB.B045..EH,2023-01-01T18:49:19.938000,S,0.538,1.199e-07,144,0.0012918506981428
PB.B045..EH,2023-01-01T18:49:40.908000,P,0.957,1.97e-07,146,0.1087691148852287
PB.B045..EH,2023-01-01T18:49:41.778000,S,0.904,1.97e-07,-1,-1.0
PB.B045..EH,2023-01-01T18:51:36.968000,P,0.482,1.278e-07,98,0.012950596162857745
PB.B045..EH,2023-01-01T18:52:28.038000,S,0.469,9.221e-08,15,0.09106448780014093
PB.B045..EH,2023-01-01T18:53:27.938000,P,0.482,1.277e-07,101,0.01881608575311075
PB.B045..EH,2023-01-01T18:53:46.968000,P,0.417,5.074e-07,102,0.05561423985915792
PB.B045..EH,2023-01-01T18:53:52.368000,S,0.41,5.074e-07,102,0.07986913790409839
PB.B045..EH,2023-01-01T18:55:23.928000,P,0.962,1.188e-06,72,0.03113433373237392
PB.B045..EH,2023-01-01T18:55:25.338000,S,0.42,9.777e-07,72,0.035325851578741865
PB.B045..EH,2023-01-01T18:56:43.898000,P,0.404,4.621e-07,-1,-1.0
PB.B045..EH,2023-01-01T18:56:43.968000,S,0.439,4.621e-07,49,0.004612250101937111
PB.B045..EH,2023-01-01T18:57:01.918000,S,0.926,3.435e-07,50,0.024360256727343346
PB.B045..EH,2023-01-01T18:57:29.938000,P,0.962,6.57e-08,6,0.1226737824214631
PB.B045..EH,2023-01-01T18:57:32.338000,S,0.78,6.57e-08,6,0.12196203751723642
PB.B045..EH,2023-01-01T18:59:10.928000,P,0.914,1.171e-07,38,0.06981329055159881
PB.B045..EH,2023-01-01T18:59:12.538000,S,0.883,9.328e-08,38,0.0005392209115983456
PB.B045..EH,2023-01-01T18:59:18.038000,S,0.667,1.171e-07,40,0.06618179170965485
PB.B045..EH,2023-01-01T18:59:31.158000,S,0.425,5.713e-08,-1,-1.0
PB.B045..EH,2023-01-01T18:59:47.608000,P,0.375,7.444e-07,67,0.07833755383506018
PB.B045..EH,2023-01-01T18:59:51.188000,S,0.9,7.444e-07,67,0.19179785455045006
PB.B046..EH,2023-01-01T18:31:05.468000,S,0.626,3.007e-08,96,0.02549258759106183
PB.B046..EH,2023-01-01T18:35:11.158000,P,0.921,0.00407,168,4.386011754114569e-05
PB.B046..EH,2023-01-01T18:35:16.578000,S,0.633,0.00407,168,0.006259136469254226
PB.B046..EH,2023-01-01T18:36:37.808000,P,0.774,7.06e-06,-1,-1.0
PB.B046..EH,2023-01-01T18:37:45.728000,P,0.977,2.26e-06,18,0.2299557516971001
PB.B046..EH,2023-01-01T18:37:50.748000,S,0.924,1.318e-06,18,0.30310592484372506
PB.B046..EH,2023-01-01T18:38:48.878000,S,0.553,1.747e-07,-1,-1.0
PB.B046..EH,2023-01-01T18:38:56.098000,P,0.957,2.937e-07,22,0.21949189805112174
PB.B046..EH,2023-01-01T18:39:01.168000,S,0.826,3.123e-06,22,0.2408556853489188
PB.B046..EH,2023-01-01T18:39:06.768000,P,0.987,3.123e-06,23,0.24006751551633126
PB.B046..EH,2023-01-01T18:39:11.898000,S,0.935,1.992e-06,23,0.0986539086528484
PB.B046..EH,2023-01-01T18:39:34.708000,P,0.925,4.36e-07,105,0.012819917601648004
PB.B046..EH,2023-01-01T18:39:39.578000,S,0.872,4.36e-07,105,0.14028486884403082
PB.B046..EH,2023-01-01T18:39:58.028000,S,0.494,2.207e-07,-1,-1.0
PB.B046..EH,2023-01-01T18:40:03.858000,P,0.947,2.207e-07,35,0.007597804467075385
PB.B046..EH,2023-01-01T18:40:08.808000,S,0.904,2.143e-07,35,0.07885848928335475
PB.B046..EH,2023-01-01T18:41:11.438000,P,0.963,1.418e-07,117,0.0051705335817240315
PB.B046..EH,2023-01-01T18:41:15.968000,S,0.916,1.267e-07,117,0.042506825068997764
PB.B046..EH,2023-01-01T18:41:29.538000,P,0.797,1.067e-07,43,0.07145337326872395
PB.B046..EH,2023-01-01T18:41:33.908000,S,0.804,1.053e-07,43,0.07185797867720309
PB.B046..EH,2023-01-01T18:42:36.798000,P,0.95,1.216e-07,24,0.060477987788417065
PB.B046..EH,2023-01-01T18:42:42.538000,S,0.652,1.216e-07,24,0.09155506432461304
PB.B046..EH,2023-01-01T18:42:52.738000,P,0.474,3.989e-08,-1,-1.0
PB.B046..EH,2023-01-01T18:43:02.678000,P,0.962,1.588e-07,150,0.01517925678159286
PB.B046..EH,2023-01-01T18:43:07.638000,S,0.871,1.588e-07,150,0.01462668829514739
PB.B046..EH,2023-01-01T18:43:55.398000,P,0.984,8.588e-06,86,0.0866388909527787
PB.B046..EH,2023-01-01T18:44:00.308000,S,0.86,8.588e-06,86,0.032678568845565796
PB.B046..EH,2023-01-01T18:44:41.448000,P,0.941,1.723e-07,138,0.003052985862429255
PB.B046..EH,2023-01-01T18:44:46.618000,S,0.924,1.723e-07,138,0.0011905671110289532
PB.B046..EH,2023-01-01T18:45:12.808000,S,0.514,5.834e-08,-1,-1.0
PB.B046..EH,2023-01-01T18:45:33.328000,P,0.801,9.007e-08,139,0.11859219022520479
PB.B046..EH,2023-01-01T18:45:38.348000,S,0.929,9.007e-08,139,0.03480053892243929
PB.B046..EH,2023-01-01T18:46:24.458000,P,0.98,1.133e-05,172,0.0006215074783235398
PB.B046..EH,2023-01-01T18:46:29.378000,S,0.766,1.133e-05,172,0.020855935443868646
PB.B046..EH,2023-01-01T18:47:28.118000,P,0.967,1.653e-07,63,0.17034360258145262
PB.B046..EH,2023-01-01T18:47:33.098000,S,0.76,1.533e-07,63,0.1410886638816341
PB.B046..EH,2023-01-01T18:48:23.398000,P,0.835,7.995e-08,97,0.06619292255645497
PB.B046..EH,2023-01-01T18:48:28.708000,S,0.893,7.995e-08,97,0.05755431375016917
PB.B046..EH,2023-01-01T18:48:47.568000,P,0.978,2.886e-07,142,0.003403590727240578
PB.B046..EH,2023-01-01T18:48:52.578000,S,0.909,2.886e-07,142,0.0023349753412130743
PB.B046..EH,2023-01-01T18:49:06.638000,P,0.532,3.288e-08,143,0.0012918506981428
PB.B046..EH,2023-01-01T18:49:17.058000,P,0.321,4.528e-08,144,0.1087691148852287
PB.B046..EH,2023-01-01T18:49:22.558000,S,0.445,4.528e-08,144,0.013901728277491003
PB.B046..EH,2023-01-01T18:49:30.228000,S,0.688,1.243e-07,-1,-1.0
PB.B046..EH,2023-01-01T18:49:35.398000,P,0.965,1.279e-07,145,0.011909085610110073
PB.B046..EH,2023-01-01T18:49:40.688000,S,0.893,1.279e-07,145,0.002775295379038158
PB.B046..EH,2023-01-01T18:49:45.498000,S,0.688,1.198e-07,-1,-1.0
PB.B046..EH,2023-01-01T18:49:55.738000,P,0.894,7.805e-08,147,0.0012918506981428
PB.B046..EH,2023-01-01T18:50:00.418000,S,0.791,4.32e-08,147,0.1087691148852287
PB.B046..EH,2023-01-01T18:50:19.848000,P,0.759,1.887e-07,69,0.05086130118006405
PB.B046..EH,2023-01-01T18:50:24.948000,S,0.836,1.606e-07,69,0.013706945010187061
PB.B046..EH,2023-01-01T18:50:34.978000,P,0.443,8.739e-08,70,0.12766617330220933
PB.B046..EH,2023-01-01T18:50:41.998000,P,0.524,2.56e-07,-1,-1.0
PB.B046..EH,2023-01-01T18:50:43.158000,S,0.722,2.56e-07,70,0.16013150493016975
PB.B046..EH,2023-01-01T18:51:01.598000,P,0.948,1.433e-07,84,0.0011573400782844713
PB.B046..EH,2023-01-01T18:51:06.568000,S,0.87,1.433e-07,84,0.022252381088629966
PB.B046..EH,2023-01-01T18:51:14.738000,P,0.973,7.459e-08,85,0.0011573400782844713
PB.B046..EH,2023-01-01T18:51:19.868000,S,0.52,7.459e-08,85,0.022252381088629966
PB.B046..EH,2023-01-01T18:51:49.198000,S,0.795,4.49e-08,-1,-1.0
PB.B046..EH,2023-01-01T18:52:26.578000,P,0.961,6.996e-08,15,0.11638920124430896
PB.B046..EH,2023-01-01T18:52:31.578000,S,0.883,6.996e-08,15,0.24579869379975516
PB.B046..EH,2023-01-01T18:52:36.518000,P,0.966,6.148e-08,-1,-1.0
PB.B046..EH,2023-01-01T18:52:41.348000,S,0.908,4.165e-08,-1,-1.0
PB.B046..EH,2023-01-01T18:53:04.278000,P,0.945,3.309e-07,100,0.06874967835730382
PB.B046..EH,2023-01-01T18:53:08.898000,S,0.686,3.309e-07,100,0.04633634253011093
PB.B046..EH,2023-01-01T18:53:31.518000,P,0.967,3.918e-07,101,0.0655448051859308
PB.B046..EH,2023-01-01T18:53:36.588000,S,0.842,3.918e-07,101,0.06874967835730382
PB.B046..EH,2023-01-01T18:53:50.648000,P,0.93,4.837e-07,102,8.931103939590315e-05
PB.B046..EH,2023-01-01T18:53:53.738000,S,0.837,4.837e-07,102,0.0688611404046426
PB.B046..EH,2023-01-01T18:54:06.378000,P,0.383,4.915e-08,-1,-1.0
PB.B046..EH,2023-01-01T18:54:13.768000,S,0.511,1.38e-07,-1,-1.0
PB.B046..EH,2023-01-01T18:54:24.558000,P,0.979,1.38e-07,31,0.02516504323718731
PB.B046..EH,2023-01-01T18:54:29.338000,S,0.495,1.188e-07,31,0.036209401846637145
PB.B046..EH,2023-01-01T18:54:32.418000,P,0.956,1.188e-07,32,0.13847243194349415
PB.B046..EH,2023-01-01T18:54:37.668000,S,0.753,1.105e-07,32,0.115090218597496
PB.B046..EH,2023-01-01T18:54:43.438000,P,0.96,1.105e-07,33,0.115090218597496
PB.B046..EH,2023-01-01T18:54:48.508000,S,0.935,8.765e-08,33,0.09932377101720671
PB.B046..EH,2023-01-01T18:55:16.598000,P,0.985,7.107e-06,73,0.06598315609397498
PB.B046..EH,2023-01-01T18:55:21.778000,S,0.879,6.654e-06,73,0.055953892867548705
PB.B046..EH,2023-01-01T18:55:48.418000,P,0.695,2.341e-07,-1,-1.0
PB.B046..EH,2023-01-01T18:55:53.338000,S,0.579,1.241e-07,72,0.004116222083247906
PB.B046..EH,2023-01-01T18:56:20.208000,P,0.881,4.827e-07,48,0.0011682922129511624
PB.B046..EH,2023-01-01T18:56:25.608000,S,0.828,4.827e-07,48,0.0015244939825724564
PB.B046..EH,2023-01-01T18:56:36.888000,P,0.973,3.095e-07,49,0.004186356017835576
PB.B046..EH,2023-01-01T18:56:41.138000,S,0.95,3.095e-07,49,0.0014343764392406486
PB.B046..EH,2023-01-01T18:57:30.858000,P,0.387,9.889e-08,6,0.060853755304270396
PB.B046..EH,2023-01-01T18:57:35.808000,S,0.738,9.889e-08,6,0.11771054359016819
PB.B046..EH,2023-01-01T18:59:15.678000,P,0.922,2.176e-07,40,0.006729732338592048
PB.B046..EH,2023-01-01T18:59:20.888000,S,0.877,2.176e-07,40,0.003611202930645451
PB.B046..EH,2023-01-01T18:59:24.088000,P,0.41,9.777e-08,39,0.1553321160854916
PB.B046..EH,2023-01-01T18:59:28.288000,S,0.39,9.777e-08,39,0.11356632842993547
PB.B046..EH,2023-01-01T18:59:49.608000,P,0.971,6.945e-07,67,0.20362457975036743
PB.B046..EH,2023-01-01T18:59:54.578000,S,0.905,6.945e-07,67,0.16723519515568872
PB.B047..EH,2023-01-01T18:31:07.118000,S,0.572,5.425e-08,96,0.023759838317546276
PB.B047..EH,2023-01-01T18:34:13.658000,P,0.532,5.52e-08,21,0.031145952487949668
PB.B047..EH,2023-01-01T18:34:21.498000,S,0.563,5.52e-08,21,0.06642361213809171
PB.B047..EH,2023-01-01T18:35:10.888000,P,0.738,0.0039,168,0.01191184772016254
PB.B047..EH,2023-01-01T18:35:15.898000,S,0.82,0.0039,168,0.0133805714019792
PB.B047..EH,2023-01-01T18:37:45.588000,P,0.977,2.292e-06,18,0.22915673472617298
PB.B047..EH,2023-01-01T18:37:50.308000,S,0.708,2.292e-06,18,0.3015172136310378
PB.B047..EH,2023-01-01T18:38:55.888000,P,0.521,2.497e-07,22,0.167301528344695
PB.B047..EH,2023-01-01T18:39:00.758000,S,0.484,6.013e-07,22,0.15617139700125457
PB.B047..EH,2023-01-01T18:39:06.628000,P,0.975,1.861e-06,23,0.24337178987631883
PB.B047..EH,2023-01-01T18:39:11.458000,S,0.916,1.861e-06,23,0.0029510311208570885
PB.B047..EH,2023-01-01T18:39:34.488000,P,0.929,3.417e-07,105,0.13937829646897604
PB.B047..EH,2023-01-01T18:39:39.178000,S,0.718,3.417e-07,105,0.12703297259999996
PB.B047..EH,2023-01-01T18:39:43.538000,P,0.391,1.848e-07,106,0.11611065762452877
PB.B047..EH,2023-01-01T18:39:44.578000,P,0.352,3.051e-07,-1,-1.0
PB.B047..EH,2023-01-01T18:39:47.018000,S,0.791,3.051e-07,106,0.0012212583946835435
PB.B047..EH,2023-01-01T18:40:03.698000,P,0.975,1.306e-07,35,0.013000596674201776
PB.B047..EH,2023-01-01T18:40:08.488000,S,0.674,1.186e-07,35,0.0035120977563455192
PB.B047..EH,2023-01-01T18:41:10.878000,P,0.909,1.501e-07,117,0.02025099823978274
PB.B047..EH,2023-01-01T18:41:15.618000,S,0.93,1.501e-07,117,0.022586772287609545
PB.B047..EH,2023-01-01T18:41:33.418000,S,0.799,1.189e-07,43,0.072081989932584
PB.B047..EH,2023-01-01T18:42:39.478000,S,0.473,8.601e-08,24,0.05713208888930441
PB.B047..EH,2023-01-01T18:42:57.398000,P,0.791,9.641e-08,149,0.01517925678159286
PB.B047..EH,2023-01-01T18:43:02.668000,S,0.674,8.334e-08,149,0.01462668829514739
PB.B047..EH,2023-01-01T18:43:07.388000,S,0.826,9.641e-08,150,0.01461391801632495
PB.B047..EH,2023-01-01T18:43:55.168000,P,0.98,5.203e-06,86,0.11911875523037849
PB.B047..EH,2023-01-01T18:43:59.868000,S,0.902,5.203e-06,86,0.049076582566132274
PB.B047..EH,2023-01-01T18:44:42.838000,P,0.789,1.504e-07,138,0.0033280783758055828
PB.B047..EH,2023-01-01T18:44:46.298000,S,0.73,1.504e-07,138,0.003494290774873611
PB.B047..EH,2023-01-01T18:45:32.848000,P,0.82,8.965e-08,139,0.046252533714635176
PB.B047..EH,2023-01-01T18:45:37.448000,S,0.891,8.965e-08,139,0.003052985862429255
PB.B047..EH,2023-01-01T18:46:24.228000,P,0.981,4.781e-06,172,0.09472500570051216
PB.B047..EH,2023-01-01T18:46:28.948000,S,0.861,4.781e-06,172,0.1465357916481879
PB.B047..EH,2023-01-01T18:47:13.788000,S,0.678,3.347e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:47:27.938000,P,0.946,1.99e-07,63,0.06703974515133479
PB.B047..EH,2023-01-01T18:47:32.698000,S,0.926,1.99e-07,63,0.05939286528585661
PB.B047..EH,2023-01-01T18:47:37.138000,P,0.848,6.152e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:47:42.928000,P,0.367,4.038e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:48:23.088000,P,0.95,5.453e-08,97,0.06652682293391941
PB.B047..EH,2023-01-01T18:48:28.038000,S,0.927,5.453e-08,97,0.07692004624722529
PB.B047..EH,2023-01-01T18:48:47.378000,P,0.969,1.64e-07,142,0.001487756468401182
PB.B047..EH,2023-01-01T18:48:52.178000,S,0.881,1.64e-07,142,0.003019637620162743
PB.B047..EH,2023-01-01T18:49:16.418000,P,0.9,1.177e-07,144,0.011909085610110073
PB.B047..EH,2023-01-01T18:49:21.268000,S,0.854,1.177e-07,144,0.002775295379038158
PB.B047..EH,2023-01-01T18:49:30.038000,S,0.513,6.631e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:49:35.058000,P,0.682,9.356e-08,145,0.001181689773896888
PB.B047..EH,2023-01-01T18:49:40.108000,S,0.838,9.356e-08,145,0.0016989083870080908
PB.B047..EH,2023-01-01T18:49:48.598000,P,0.641,7.995e-08,147,0.013901728277491003
PB.B047..EH,2023-01-01T18:49:52.238000,S,0.522,7.995e-08,146,0.013901728277491003
PB.B047..EH,2023-01-01T18:49:59.778000,S,0.785,5.631e-08,147,0.011909085610110073
PB.B047..EH,2023-01-01T18:50:20.158000,P,0.489,1.643e-07,69,0.01133161603275683
PB.B047..EH,2023-01-01T18:50:24.298000,S,0.835,1.643e-07,69,0.017000414016293784
PB.B047..EH,2023-01-01T18:50:38.098000,P,0.374,3.983e-08,70,0.018753636229611785
PB.B047..EH,2023-01-01T18:50:39.338000,P,0.37,1.611e-07,-1,-1.0
PB.B047..EH,2023-01-01T18:50:39.378000,S,0.554,1.611e-07,70,0.05086130118006405
PB.B047..EH,2023-01-01T18:50:42.818000,P,0.458,5.383e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:51:02.808000,P,0.617,7.758e-08,84,0.0013015461134849346
PB.B047..EH,2023-01-01T18:51:05.868000,S,0.818,7.758e-08,84,0.0319166906725289
PB.B047..EH,2023-01-01T18:51:19.258000,S,0.83,7.835e-08,85,0.0013015461134849346
PB.B047..EH,2023-01-01T18:52:02.838000,P,0.506,3.524e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:52:07.498000,S,0.311,3.455e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:52:09.808000,P,0.658,4.964e-08,14,0.09983005021220392
PB.B047..EH,2023-01-01T18:52:14.328000,S,0.855,4.964e-08,14,0.09106448780014093
PB.B047..EH,2023-01-01T18:52:26.358000,P,0.618,1.056e-07,15,0.17823128665629978
PB.B047..EH,2023-01-01T18:52:31.048000,S,0.485,1.056e-07,15,0.0024137664902631278
PB.B047..EH,2023-01-01T18:52:36.748000,P,0.968,6.526e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:52:41.658000,S,0.866,6.526e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:53:05.758000,P,0.792,1.191e-07,100,0.016169134955002665
PB.B047..EH,2023-01-01T18:53:11.008000,S,0.909,1.191e-07,100,0.014279591316851307
PB.B047..EH,2023-01-01T18:53:36.208000,S,0.826,9.632e-08,101,0.04633634253011093
PB.B047..EH,2023-01-01T18:53:48.488000,P,0.766,3.901e-07,102,0.08489912670744253
PB.B047..EH,2023-01-01T18:53:53.368000,S,0.625,3.901e-07,102,0.062283129907081784
PB.B047..EH,2023-01-01T18:54:12.138000,P,0.364,3.115e-08,-1,-1.0
PB.B047..EH,2023-01-01T18:54:24.348000,P,0.895,8.802e-08,31,0.13847243194349415
PB.B047..EH,2023-01-01T18:54:29.078000,S,0.783,8.802e-08,31,0.115090218597496
PB.B047..EH,2023-01-01T18:54:32.018000,P,0.346,1.001e-07,32,0.09932377101720671
PB.B047..EH,2023-01-01T18:54:36.718000,S,0.896,1.001e-07,32,0.021956582179807484
PB.B047..EH,2023-01-01T18:54:43.218000,P,0.864,1.554e-07,33,0.021956582179807484
PB.B047..EH,2023-01-01T18:54:48.208000,S,0.765,1.554e-07,33,0.0802068400284559
PB.B047..EH,2023-01-01T18:55:16.358000,P,0.975,1.167e-05,73,0.06754168653930523
PB.B047..EH,2023-01-01T18:55:21.198000,S,0.908,1.167e-05,73,0.030964112181404116
PB.B047..EH,2023-01-01T18:55:53.188000,S,0.831,1.657e-07,72,0.02662176667245505
PB.B047..EH,2023-01-01T18:56:20.098000,P,0.577,1.703e-07,48,0.0012691460839093182
PB.B047..EH,2023-01-01T18:56:25.328000,S,0.816,1.703e-07,48,0.07930571487330469
PB.B047..EH,2023-01-01T18:56:38.288000,P,0.975,2.45e-07,49,0.003974173595494918
PB.B047..EH,2023-01-01T18:56:43.628000,S,0.874,2.45e-07,49,0.14835122640814546
PB.B047..EH,2023-01-01T18:57:01.288000,P,0.725,5.954e-08,50,0.001336283222956781
PB.B047..EH,2023-01-01T18:57:06.168000,S,0.808,5.954e-08,50,0.13650123721224805
PB.B047..EH,2023-01-01T18:57:30.648000,P,0.797,4.628e-08,6,0.13244635331047266
PB.B047..EH,2023-01-01T18:57:35.478000,S,0.851,4.628e-08,6,0.13982443893046215
PB.B047..EH,2023-01-01T18:59:15.188000,P,0.951,3.237e-07,40,0.012790660635400087
PB.B047..EH,2023-01-01T18:59:19.928000,S,0.854,3.237e-07,40,0.009685702120979457
PB.B047..EH,2023-01-01T18:59:49.408000,P,0.84,2.459e-07,67,0.16941513340014044
PB.B047..EH,2023-01-01T18:59:54.098000,S,0.881,2.459e-07,67,0.17768632316604224
PB.B049..EH,2023-01-01T18:30:04.778000,P,0.309,5.035e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:30:06.398000,S,0.309,5.035e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:30:29.848000,P,0.355,3.493e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:31:01.898000,P,0.895,3.478e-08,96,0.030546200864634467
PB.B049..EH,2023-01-01T18:31:08.828000,S,0.684,3.478e-08,96,0.028394995096694544
PB.B049..EH,2023-01-01T18:31:55.118000,S,0.306,2.034e-08,71,0.0005629752944544079
PB.B049..EH,2023-01-01T18:32:40.418000,P,0.634,9.792e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:32:49.738000,S,0.625,9.792e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:34:18.378000,P,0.736,3.286e-08,21,0.09769684064748584
PB.B049..EH,2023-01-01T18:34:25.698000,S,0.456,2.285e-08,21,0.06499891997224357
PB.B049..EH,2023-01-01T18:35:10.748000,P,0.967,0.002678,168,0.011912983496620316
PB.B049..EH,2023-01-01T18:35:15.728000,S,0.79,0.002678,168,0.01500727678897577
PB.B049..EH,2023-01-01T18:37:46.008000,P,0.849,9.968e-07,18,0.21807527444133995
PB.B049..EH,2023-01-01T18:37:51.218000,S,0.731,9.968e-07,18,0.18731458391398642
PB.B049..EH,2023-01-01T18:38:42.108000,P,0.944,1.404e-07,-1,-1.0
PB.B049..EH,2023-01-01T18:38:46.838000,S,0.341,1.589e-07,-1,-1.0
PB.B049..EH,2023-01-01T18:38:55.318000,P,0.449,7.331e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:38:56.048000,P,0.43,1.754e-07,22,0.2072090033234669
PB.B049..EH,2023-01-01T18:39:01.168000,S,0.821,5.697e-07,22,0.18980485667129568
PB.B049..EH,2023-01-01T18:39:06.978000,P,0.987,5.697e-07,23,0.11035100020881614
PB.B049..EH,2023-01-01T18:39:12.138000,S,0.933,5.18e-07,23,0.004896690753190067
PB.B049..EH,2023-01-01T18:39:34.898000,P,0.987,3.756e-07,105,0.08360038534512233
PB.B049..EH,2023-01-01T18:39:39.938000,S,0.877,3.496e-07,105,0.027548394446433554
PB.B049..EH,2023-01-01T18:39:43.408000,P,0.467,2.501e-07,106,0.002435531740415354
PB.B049..EH,2023-01-01T18:40:02.048000,P,0.847,9.668e-08,35,0.08048752807048488
PB.B049..EH,2023-01-01T18:40:06.168000,S,0.893,9.668e-08,35,0.09279972308437011
PB.B049..EH,2023-01-01T18:40:11.158000,P,0.929,1.871e-07,36,0.07885848928335475
PB.B049..EH,2023-01-01T18:40:15.268000,S,0.927,1.871e-07,36,0.013000596674201776
PB.B049..EH,2023-01-01T18:40:50.318000,P,0.864,8.515e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:40:54.458000,S,0.542,8.515e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:41:31.648000,P,0.753,7.811e-08,43,0.051503902629412575
PB.B049..EH,2023-01-01T18:41:36.608000,S,0.821,7.811e-08,43,0.058765639314496416
PB.B049..EH,2023-01-01T18:42:35.278000,P,0.86,9.738e-08,24,0.013928873903391353
PB.B049..EH,2023-01-01T18:42:40.178000,S,0.798,9.738e-08,24,0.06917283143466503
PB.B049..EH,2023-01-01T18:43:08.348000,S,0.878,5.886e-08,150,0.0037524597134477996
PB.B049..EH,2023-01-01T18:43:40.338000,S,0.367,1.406e-07,151,0.001977505912503054
PB.B049..EH,2023-01-01T18:43:55.568000,P,0.983,3.448e-06,86,0.12077754820308881
PB.B049..EH,2023-01-01T18:44:00.608000,S,0.873,3.448e-06,86,0.09591045277137791
PB.B049..EH,2023-01-01T18:44:41.748000,P,0.958,7.216e-08,138,0.22011869110305896
PB.B049..EH,2023-01-01T18:44:46.968000,S,0.811,4.551e-08,138,0.1336306552860417
PB.B049..EH,2023-01-01T18:44:54.368000,P,0.418,5.71e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:44:56.038000,S,0.44,5.71e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:45:33.158000,P,0.949,1.754e-07,139,0.0011905671110289532
PB.B049..EH,2023-01-01T18:45:37.808000,S,0.892,1.754e-07,139,0.0033280783758055828
PB.B049..EH,2023-01-01T18:46:24.568000,P,0.978,3.022e-06,172,0.1125964835031929
PB.B049..EH,2023-01-01T18:46:29.618000,S,0.664,3.022e-06,172,0.0013323752652897572
PB.B049..EH,2023-01-01T18:48:25.418000,P,0.303,7.459e-08,97,0.014916833934719416
PB.B049..EH,2023-01-01T18:48:28.038000,S,0.794,7.459e-08,97,0.05733222162996016
PB.B049..EH,2023-01-01T18:48:47.738000,P,0.944,1.062e-07,142,0.11222119252111516
PB.B049..EH,2023-01-01T18:48:52.858000,S,0.883,1.062e-07,142,0.011104014943279571
PB.B049..EH,2023-01-01T18:49:01.558000,P,0.364,3.057e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:49:06.598000,P,0.38,4.972e-08,143,0.1087691148852287
PB.B049..EH,2023-01-01T18:49:11.878000,S,0.595,4.972e-08,143,0.013901728277491003
PB.B049..EH,2023-01-01T18:49:15.718000,P,0.532,8.358e-08,144,0.001181689773896888
PB.B049..EH,2023-01-01T18:49:20.108000,S,0.943,8.358e-08,144,0.0016989083870080908
PB.B049..EH,2023-01-01T18:49:35.148000,P,0.975,1.222e-07,145,0.003403590727240578
PB.B049..EH,2023-01-01T18:49:40.108000,S,0.888,1.222e-07,145,0.0023349753412130743
PB.B049..EH,2023-01-01T18:49:58.198000,S,0.435,2.62e-08,147,0.002775295379038158
PB.B049..EH,2023-01-01T18:50:19.448000,P,0.98,1.29e-07,69,0.0683460100285515
PB.B049..EH,2023-01-01T18:50:24.208000,S,0.9,1.014e-07,69,0.0026367515054154305
PB.B049..EH,2023-01-01T18:50:29.458000,S,0.541,7.156e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:50:38.718000,P,0.565,4.916e-08,70,0.013706945010187061
PB.B049..EH,2023-01-01T18:50:40.118000,S,0.476,4.916e-08,70,0.01133161603275683
PB.B049..EH,2023-01-01T18:51:14.288000,P,0.83,6.81e-08,85,0.0319166906725289
PB.B049..EH,2023-01-01T18:51:18.978000,S,0.688,6.81e-08,85,0.046844825583455235
PB.B049..EH,2023-01-01T18:51:32.058000,P,0.705,3.244e-08,98,0.014912049040518403
PB.B049..EH,2023-01-01T18:51:48.818000,S,0.482,4.335e-08,-1,-1.0
PB.B049..EH,2023-01-01T18:52:26.778000,P,0.962,5.86e-08,15,0.0021961775224142287
PB.B049..EH,2023-01-01T18:52:31.868000,S,0.819,4.749e-08,15,0.00685676297825717
PB.B049..EH,2023-01-01T18:53:31.788000,P,0.819,7.963e-08,101,0.016169134955002665
PB.B049..EH,2023-01-01T18:53:36.908000,S,0.697,6.901e-08,101,0.014279591316851307
PB.B049..EH,2023-01-01T18:53:50.568000,P,0.958,3.668e-07,102,0.046306899014042585
PB.B049..EH,2023-01-01T18:53:53.938000,S,0.315,1.371e-07,-1,-1.0
PB.B049..EH,2023-01-01T18:53:55.658000,S,0.88,3.668e-07,102,0.05711254484527468
PB.B049..EH,2023-01-01T18:54:36.468000,S,0.84,7.829e-08,32,0.0802068400284559
