index,network,station,location,instrument,component,sensitivity,latitude,longitude,elevation_m,depth_km,x_km,y_km,z_km,provider
NP.1216.TO.HN,NP,1216,TO,HN,ENZ,"[426141.261, 429496.704, 429496.704]",38.71902,-123.00329,68.0,-0.068,-304.695,141.066,-0.068,NC
NP.1225.0B.HN,NP,1225,0B,HN,ENZ,"[429568.0, 426212.0, 426212.0]",37.78268,-122.50482,106.0,-0.106,-264.692,35.614,-0.106,NC
NP.1225.RF.HN,NP,1225,RF,HN,ENZ,"[429568.0, 429568.0, 426212.0]",37.78268,-122.50482,106.0,-0.106,-264.692,35.614,-0.106,NC
NP.1226.01.HN,NP,1226,01,HN,2,"[213892.400974921, 1711140.73767849, 213892.400974921]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.04.HN,NP,1226,04,HN,2,"[213892.400974921, 1711140.73767849, 213892.400974921]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.06.HN,NP,1226,06,HN,2,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.08.HN,NP,1226,08,HN,2,"[213892.400974921, 1711140.73767849, 213892.400974921]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.11.HN,NP,1226,11,HN,23,"[213892.400974921, 213473.004110264, 1707785.55976148, 213473.004110264, 213892.400974921]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.14.HN,NP,1226,14,HN,2,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.15.HN,NP,1226,15,HN,2,"[213892.400974921, 1711140.73767849, 213892.400974921]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.19.HN,NP,1226,19,HN,2,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.21.HN,NP,1226,21,HN,23,"[213473.004110264, 1707785.55976148, 213473.004110264, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.22.HN,NP,1226,22,HN,2,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.31.HN,NP,1226,31,HN,23,"[213892.400974921, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.41.HN,NP,1226,41,HN,23,"[213473.004110264, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.51.HN,NP,1226,51,HN,23,"[213892.400974921, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.53.HN,NP,1226,53,HN,2,[213473.004110264],37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.61.HN,NP,1226,61,HN,23,"[213473.004110264, 213892.400974921]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.70.HN,NP,1226,70,HN,23Z,"[426212.0, 426212.0, 429568.0]",37.62553,-121.76303,204.0,-0.204,-199.771,16.338,-0.204,NC
NP.1226.71.HN,NP,1226,71,HN,23,"[213473.004110264, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.73.HN,NP,1226,73,HN,2,[213473.004110264],37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.B0.HN,NP,1226,B0,HN,23Z,"[429568.0, 426212.0, 426212.0]",37.62553,-121.76303,204.0,-0.204,-199.771,16.338,-0.204,NC
NP.1226.B1.HN,NP,1226,B1,HN,23Z,"[213892.400974921, 214311.797839577, 214311.797839577]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.03.HN,NP,1226,03,HN,3,"[214311.797839577, 1714495.91559551, 214311.797839577]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.05.HN,NP,1226,05,HN,3,"[213892.400974921, 1711140.73767849, 213892.400974921]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.07.HN,NP,1226,07,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.09.HN,NP,1226,09,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.10.HN,NP,1226,10,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.12.HN,NP,1226,12,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.13.HN,NP,1226,13,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.16.HN,NP,1226,16,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.17.HN,NP,1226,17,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.18.HN,NP,1226,18,HN,3,"[213892.400974921, 1711140.73767849, 213892.400974921]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.20.HN,NP,1226,20,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.23.HN,NP,1226,23,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.24.HN,NP,1226,24,HN,3,"[213473.004110264, 1707785.55976148, 213473.004110264]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.32.HN,NP,1226,32,HN,3,[213473.004110264],37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.42.HN,NP,1226,42,HN,3,[213473.004110264],37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.52.HN,NP,1226,52,HN,3,[213473.004110264],37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.62.HN,NP,1226,62,HN,3,[213473.004110264],37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.72.HN,NP,1226,72,HN,3,[213473.004110264],37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1226.02.HN,NP,1226,02,HN,Z,"[214311.797839577, 1714495.91559551, 214311.797839577]",37.62553,-121.76303,203.0,-0.203,-199.771,16.338,-0.203,NC
NP.1239.02.HN,NP,1239,02,HN,2,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.05.HN,NP,1239,05,HN,2,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.07.HN,NP,1239,07,HN,2,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.08.HN,NP,1239,08,HN,2,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.0N.HN,NP,1239,0N,HN,2,[213473.004110264],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.0S.HN,NP,1239,0S,HN,23,"[213892.400974921, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.10.HN,NP,1239,10,HN,23,"[213892.400974921, 426212.0]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.11.HN,NP,1239,11,HN,2,[213473.004110264],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.13.HN,NP,1239,13,HN,2,[213473.004110264],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.14.HN,NP,1239,14,HN,2,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.16.HN,NP,1239,16,HN,2,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.17.HN,NP,1239,17,HN,2,[213473.004110264],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.19.HN,NP,1239,19,HN,2,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.1N.HN,NP,1239,1N,HN,2,"[0.255, 855780.0, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.1S.HN,NP,1239,1S,HN,23,"[0.255, 855780.0, 213473.004110264, 0.255, 855780.0, 213473.004110264]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.20.HN,NP,1239,20,HN,2,[213053.607245607],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.24.HN,NP,1239,24,HN,2,[213473.004110264],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.29.HN,NP,1239,29,HN,23,"[426212.0, 213053.607245607, 426212.0, 426212.0, 213473.004110264]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.4N.HN,NP,1239,4N,HN,23Z,"[426212.0, 426212.0, 426212.0]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.4S.HN,NP,1239,4S,HN,23,"[429568.0, 213473.004110264, 429568.0, 213053.607245607]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.4W.HN,NP,1239,4W,HN,23,"[426212.0, 213473.004110264]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.5C.HN,NP,1239,5C,HN,23,"[0.254, 855780.0, 852424.0, 213473.004110264, 0.254, 855780.0, 852424.0, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.5N.HN,NP,1239,5N,HN,2,"[0.255, 855780.0, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.9S.HN,NP,1239,9S,HN,2,"[426212.0, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.FW.HN,NP,1239,FW,HN,23,"[1.71, 5738760.0, 213892.400974921, 855780.0]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.G3.HN,NP,1239,G3,HN,23Z,"[426212.0, 859136.0, 213892.400974921, 426212.0, 855780.0, 213892.400974921, 426212.0]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.PC.HN,NP,1239,PC,HN,23,"[0.255, 855780.0, 855780.0, 213892.400974921, 0.255, 855780.0, 852424.0, 213053.607245607]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.PN.HN,NP,1239,PN,HN,2,"[0.255, 855780.0, 855780.0, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.06.HN,NP,1239,06,HN,3,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.09.HN,NP,1239,09,HN,3,[213053.607245607],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.12.HN,NP,1239,12,HN,3,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.15.HN,NP,1239,15,HN,3,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.18.HN,NP,1239,18,HN,3,[213473.004110264],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.21.HN,NP,1239,21,HN,3,[213473.004110264],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.22.HN,NP,1239,22,HN,3,[213473.004110264],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.23.HN,NP,1239,23,HN,3,[213053.607245607],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.FN.HN,NP,1239,FN,HN,3Z,"[855780.0, 1.73, 5805880.0, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.01.HN,NP,1239,01,HN,Z,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.03.HN,NP,1239,03,HN,Z,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.04.HN,NP,1239,04,HN,Z,[213892.400974921],37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.FE.HN,NP,1239,FE,HN,Z,"[0.255, 855780.0, 855780.0, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.1239.FS.HN,NP,1239,FS,HN,Z,"[1.68, 5638080.0, 213892.400974921]",37.7952,-122.40282,5.0,-0.005,-255.665,36.721,-0.005,NC
NP.129.0B.HN,NP,129,0B,HN,ENZ,"[429496.704, 426141.261, 429496.704, 429496.704, 426141.261, 426141.261]",34.0501,-117.26408,344.0,-0.344,206.629,-380.54,-0.344,NC
NP.141..HN,NP,141,,HN,ENZ,"[1.8, 426212.0, 1.73, 426212.0, 1.7, 426212.0]",34.11817,-118.30033,345.0,-0.345,110.773,-374.663,-0.345,NC
NP.1439.0B.HN,NP,1439,0B,HN,23Z,"[1.93, 1.82, 1.81]",37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.13.HN,NP,1439,13,HN,2,[1.88],37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.15.HN,NP,1439,15,HN,23,"[1.84, 1.82]",37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.19.HN,NP,1439,19,HN,2,[1.84],37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.1B.HN,NP,1439,1B,HN,23Z,"[1.82, 1.83, 1.78]",37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.B1.HN,NP,1439,B1,HN,23,"[1.79, 1.87]",37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.D7.HN,NP,1439,D7,HN,23,"[1.87, 1.8]",37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.GH.HN,NP,1439,GH,HN,23Z,"[1.84, 1.79, 1.89]",37.90245,-122.32043,4.0,-0.004,-248.05,48.403,-0.004,NC
NP.1439.J4.HN,NP,1439,J4,HN,23,"[1.78, 1.83]",37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.VM.HN,NP,1439,VM,HN,23Z,"[1.91, 1.95, 1.83]",37.89867,-122.32258,4.0,-0.004,-248.252,47.989,-0.004,NC
NP.1439.B4.HN,NP,1439,B4,HN,3,[1.88],37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.E1.HN,NP,1439,E1,HN,3,[1.81],37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1439.D4.HN,NP,1439,D4,HN,Z,[1.83],37.9,-122.322,4.0,-0.004,-248.196,48.135,-0.004,NC
NP.1442.CC.HN,NP,1442,CC,HN,23Z,"[429496.704, 426141.261, 429496.704]",37.11024,-119.8842,178.0,-0.178,-34.149,-43.188,-0.178,NC
NP.1442.LA.HN,NP,1442,LA,HN,23Z,"[426141.261, 429496.704, 429496.704]",37.10473,-119.87891,169.0,-0.169,-33.681,-43.801,-0.169,NC
NP.1442.LT.HN,NP,1442,LT,HN,23Z,"[429568.0, 429568.0, 429568.0]",37.11203,-119.8849,131.0,-0.131,-34.211,-42.989,-0.131,NC
NP.1442.RA.HN,NP,1442,RA,HN,23Z,"[426141.261, 429496.704, 429496.704]",37.11471,-119.8933,171.0,-0.171,-34.956,-42.688,-0.171,NC
NP.1442.RC.HN,NP,1442,RC,HN,23Z,"[429496.704, 429496.704, 429496.704]",37.11278,-119.88872,172.0,-0.172,-34.55,-42.904,-0.172,NC
NP.1442.UT.HN,NP,1442,UT,HN,23Z,"[426212.0, 429568.0, 426212.0]",37.11203,-119.8849,183.0,-0.183,-34.211,-42.989,-0.183,NC
NP.1442.DS.HN,NP,1442,DS,HN,ENZ,"[429496.704, 429496.704, 429496.704]",37.10901,-119.88664,136.0,-0.136,-34.367,-43.323,-0.136,NC
NP.1446.5C.HN,NP,1446,5C,HN,23,"[0.256, 0.254, 859136.0, 852424.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.5N.HN,NP,1446,5N,HN,2,"[0.256, 859136.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.6C.HN,NP,1446,6C,HN,23,"[0.256, 0.255, 859136.0, 855780.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.6N.HN,NP,1446,6N,HN,2,"[0.255, 855780.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.G0.HN,NP,1446,G0,HN,23,"[1.8, 1.8]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.RC.HN,NP,1446,RC,HN,23,"[0.255, 0.256, 855780.0, 859136.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.RN.HN,NP,1446,RN,HN,2,"[0.255, 855780.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.1C.HN,NP,1446,1C,HN,23,"[855780.0, 859136.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.1N.HN,NP,1446,1N,HN,2,[862492.0],37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.2B.HN,NP,1446,2B,HN,23,"[859136.0, 862492.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.3C.HN,NP,1446,3C,HN,23,"[852424.0, 852424.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.3N.HN,NP,1446,3N,HN,2,[852424.0],37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.4C.HN,NP,1446,4C,HN,23,"[855780.0, 862492.0]",37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.4N.HN,NP,1446,4N,HN,2,[859136.0],37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.0B.HN,NP,1446,0B,HN,Z,[855780.0],37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.1B.HN,NP,1446,1B,HN,Z,[859136.0],37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.3B.HN,NP,1446,3B,HN,Z,[859136.0],37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1446.4B.HN,NP,1446,4B,HN,Z,[859136.0],37.78956,-122.40036,7.0,-0.007,-255.467,36.088,-0.007,NC
NP.1447.0B.HN,NP,1447,0B,HN,23Z,"[429568.0, 426212.0, 429568.0]",37.40458,-122.13867,28.0,-0.028,-233.618,-7.318,-0.028,NC
NP.1447.0R.HN,NP,1447,0R,HN,23,"[429568.0, 429568.0]",37.40458,-122.13867,28.0,-0.028,-233.618,-7.318,-0.028,NC
NP.1447.2C.HN,NP,1447,2C,HN,23,"[426212.0, 426212.0]",37.40458,-122.13867,28.0,-0.028,-233.618,-7.318,-0.028,NC
NP.1447.4R.HN,NP,1447,4R,HN,2,[426212.0],37.40458,-122.13867,28.0,-0.028,-233.618,-7.318,-0.028,NC
NP.1447.1B.HN,NP,1447,1B,HN,3,[426212.0],37.40458,-122.13867,28.0,-0.028,-233.618,-7.318,-0.028,NC
NP.1447.1R.HN,NP,1447,1R,HN,3,[429568.0],37.40458,-122.13867,28.0,-0.028,-233.618,-7.318,-0.028,NC
NP.1447.2R.HN,NP,1447,2R,HN,3,[426212.0],37.40458,-122.13867,28.0,-0.028,-233.618,-7.318,-0.028,NC
NP.1447.3R.HN,NP,1447,3R,HN,3,[426212.0],37.40458,-122.13867,28.0,-0.028,-233.618,-7.318,-0.028,NC
NP.1447.FF.HN,NP,1447,FF,HN,ENZ,"[1.79, 429496.704, 1.77, 426141.261, 1.94, 426141.261]",37.40568,-122.14159,28.0,-0.028,-233.873,-7.189,-0.028,NC
NP.1448.FF.HN,NP,1448,FF,HN,ENZ,"[1.75, 1.65, 1.92]",37.99345,-122.11658,72.0,-0.072,-229.84,57.983,-0.072,NC
NP.1450.CC.HN,NP,1450,CC,HN,23Z,"[429496.704, 429496.704, 426141.261]",37.21701,-119.98469,192.0,-0.192,-43.02,-31.297,-0.192,NC
NP.1450.DS.HN,NP,1450,DS,HN,23Z,"[429496.704, 426141.261, 426141.261]",37.21543,-119.98808,131.0,-0.131,-43.322,-31.471,-0.131,NC
NP.1450.LC.HN,NP,1450,LC,HN,23Z,"[429496.704, 429496.704, 429496.704]",37.21582,-119.98445,186.0,-0.186,-43.0,-31.429,-0.186,NC
NP.1450.LT.HN,NP,1450,LT,HN,23Z,"[429568.0, 426212.0, 429568.0]",37.21695,-119.98332,184.0,-0.184,-42.899,-31.304,-0.184,NC
NP.1450.UT.HN,NP,1450,UT,HN,23Z,"[429568.0, 429568.0, 429568.0]",37.21695,-119.98332,184.0,-0.184,-42.899,-31.304,-0.184,NC
NP.1450.LA.HN,NP,1450,LA,HN,ENZ,"[429496.704, 429496.704, 429496.704]",37.21468,-119.98433,192.0,-0.192,-42.99,-31.556,-0.192,NC
NP.1450.RA.HN,NP,1450,RA,HN,ENZ,"[429496.704, 429496.704, 429496.704]",37.21928,-119.98644,193.0,-0.193,-43.174,-31.044,-0.193,NC
NP.1479..HN,NP,1479,,HN,ENZ,"[429568.0, 214748.352, 426212.0, 214748.352, 429568.0, 214748.352]",36.53127,-121.14439,384.0,-0.384,-147.273,-106.238,-0.384,NC
NP.1479.10.HN,NP,1479,10,HN,ENZ,"[214748.352, 214748.352, 214748.352]",36.53127,-121.14439,384.0,-0.384,-147.273,-106.238,-0.384,NC
NP.1484.D2.HN,NP,1484,D2,HN,23Z,"[1.7, 1.69, 1.73]",36.05862,-118.92277,170.0,-0.17,52.015,-159.807,-0.17,NC
NP.1484.DS.HN,NP,1484,DS,HN,23Z,"[429496.704, 426141.261, 429496.704]",36.05861,-118.9228,170.0,-0.17,52.012,-159.808,-0.17,NC
NP.1484.LA.HN,NP,1484,LA,HN,23Z,"[429496.704, 429496.704, 429496.704, 429496.704, 429496.704, 429496.704, 429496.704, 429496.704, 429496.704]",36.05835,-118.91349,213.0,-0.213,52.851,-159.831,-0.213,NC
NP.1484.LC.HN,NP,1484,LC,HN,23Z,"[429496.704, 429496.704, 429496.704, 429496.704, 429496.704, 429496.704, 429496.704, 429496.704, 429496.704]",36.05982,-118.91565,210.0,-0.21,52.656,-159.669,-0.21,NC
NP.1484.LT.HN,NP,1484,LT,HN,23Z,"[429568.0, 429568.0, 429568.0]",36.06157,-118.92287,160.0,-0.16,52.004,-159.479,-0.16,NC
NP.1484.MS.HN,NP,1484,MS,HN,23Z,"[429496.704, 429496.704, 426141.261]",36.06044,-118.92039,191.0,-0.191,52.228,-159.603,-0.191,NC
NP.1484.RA.HN,NP,1484,RA,HN,23Z,"[426141.261, 429496.704, 429496.704]",36.06197,-118.92451,217.0,-0.217,51.856,-159.436,-0.217,NC
NP.1484.RC.HN,NP,1484,RC,HN,23Z,"[429496.704, 429496.704, 429496.704]",36.06092,-118.92056,214.0,-0.214,52.212,-159.55,-0.214,NC
NP.1484.UT.HN,NP,1484,UT,HN,23Z,"[429568.0, 429568.0, 429568.0]",36.06157,-118.92287,221.0,-0.221,52.004,-159.479,-0.221,NC
NP.1505.LA.HN,NP,1505,LA,HN,23Z,"[1.69, 1.66, 1.75]",39.8842,-120.47628,1781.0,-1.781,-83.545,265.152,-1.781,NC
NP.1515..HN,NP,1515,,HN,ENZ,"[426212.0, 426212.0, 426212.0]",37.5553,-122.2495,2.0,-0.002,-242.941,9.689,-0.002,NC
NP.1571.AC.HN,NP,1571,AC,HN,23Z,"[1.65, 1.75, 1.92]",37.33927,-121.85201,38.0,-0.038,-208.42,-15.239,-0.038,NC
NP.1571.CB.HN,NP,1571,CB,HN,23Z,"[2.5, 426212.0, 2.5, 429568.0, 2.5, 426212.0]",37.33927,-121.85201,31.0,-0.031,-208.42,-15.239,-0.031,NC
NP.1571.CS.HN,NP,1571,CS,HN,2Z,"[2.5, 429568.0, 2.5, 429568.0]",37.33927,-121.85201,31.0,-0.031,-208.42,-15.239,-0.031,NC
NP.1571.CT.HN,NP,1571,CT,HN,23,"[0.255, 855780.0, 0.256, 859136.0]",37.33927,-121.85201,31.0,-0.031,-208.42,-15.239,-0.031,NC
NP.1571.FF.HN,NP,1571,FF,HN,23Z,"[2.5, 855780.0, 0.255, 855780.0, 2.5, 855780.0]",37.33927,-121.85201,31.0,-0.031,-208.42,-15.239,-0.031,NC
NP.1571.WA.HN,NP,1571,WA,HN,2Z,"[2.5, 426212.0, 2.5, 429568.0]",37.33927,-121.85201,31.0,-0.031,-208.42,-15.239,-0.031,NC
NP.1571.D0.HN,NP,1571,D0,HN,ENZ,"[426212.0, 429568.0, 426212.0]",37.3413,-121.8514,30.0,-0.03,-208.36,-15.015,-0.03,NC
NP.1571.D1.HN,NP,1571,D1,HN,ENZ,"[855780.0, 855780.0, 855780.0]",37.3413,-121.8514,-7.1,0.0070999999999999995,-208.36,-15.015,0.007,NC
NP.1571.D2.HN,NP,1571,D2,HN,ENZ,"[852424.0, 855780.0, 852424.0]",37.3413,-121.8514,-15.7,0.0157,-208.36,-15.015,0.016,NC
NP.1571.D3.HN,NP,1571,D3,HN,ENZ,"[855780.0, 862492.0, 849068.0]",37.3413,-121.8514,-61.4,0.061399999999999996,-208.36,-15.015,0.061,NC
NP.1571.H1.HN,NP,1571,H1,HN,ENZ,"[213892.400974921, 213892.400974921, 213473.004110264]",37.34105,-121.8514,14.0,-0.014,-208.361,-15.043,-0.014,NC
NP.1571.H2.HN,NP,1571,H2,HN,ENZ,"[213892.400974921, 213473.004110264, 213892.400974921]",37.34105,-121.8514,-11.0,0.011,-208.361,-15.043,0.011,NC
NP.1571.H3.HN,NP,1571,H3,HN,ENZ,"[213473.004110264, 213473.004110264, 213892.400974921]",37.34105,-121.8514,-60.0,0.06,-208.361,-15.043,0.06,NC
NP.1571.SF.HN,NP,1571,SF,HN,ENZ,"[213892.400974921, 214311.797839577, 213473.004110264]",37.34105,-121.8514,31.0,-0.031,-208.361,-15.043,-0.031,NC
NP.1575.0B.HN,NP,1575,0B,HN,ENZ,"[426141.261, 214748.352, 426141.261, 214748.352, 426141.261, 214748.352]",36.85112,-121.40334,89.0,-0.089,-169.753,-70.31,-0.089,NC
