index,network,station,location,instrument,component,sensitivity,latitude,longitude,elevation_m,depth_km,x_km,y_km,z_km,provider
NN.RUB..HN,NN,RUB,,HN,ENZ,"[59314.2, 59314.2, 59314.2]",39.051701,-120.1549,2045.2,-2.0452,-56.701,172.453,-2.045,NC
NN.RYN..EH,NN,RYN,,EH,Z,"[-796885636.8, -408204375480.0]",38.628101,-118.522301,1651.0,-1.651,85.144,125.669,-1.651,NC
NN.SAG5..EH,NN,SAG5,,EH,Z,"[278863000.0, 69715800.0]",39.4264,-120.3119,2564.0,-2.564,-69.927,214.169,-2.564,NC
NN.SAG5..HN,NN,SAG5,,HN,ENZ,"[855789.0, 213947.0, 855789.0, 213947.0, 855789.0, 213947.0]",39.4264,-120.3119,2564.0,-2.564,-69.927,214.169,-2.564,NC
NN.SAT..EH,NN,SAT,,EH,Z,"[796885636.8, 408204375480.0]",39.602402,-120.447998,1972.0,-1.972,-81.448,233.827,-1.972,NC
NN.SBT..EH,NN,SBT,,EH,Z,"[5667150000.0, 708394000.0, 724849000000.0]",39.6267,-120.6669,2152.0,-2.152,-100.22,236.742,-2.152,NC
NN.SBT..HN,NN,SBT,,HN,ENZ,"[855789.0, 213947.0, 855789.0, 213947.0, 855789.0, 213947.0]",39.6267,-120.6669,2152.0,-2.152,-100.22,236.742,-2.152,NC
NN.SCH..EH,NN,SCH,,EH,Z,"[796885636.8, 408204375480.0]",37.3591,-118.688904,2346.0,-2.346,71.856,-15.329,-2.346,NC
NN.SCH.N1.EH,NN,SCH,N1,EH,Z,[796885636.8],37.3591,-118.688904,2346.0,-2.346,71.856,-15.329,-2.346,NC
NN.SHP..EH,NN,SHP,,EH,ENZ,"[6414981464.66861, 6414981464.66861, 6414981464.66861]",36.5047,-115.1567,1632.0,-1.632,389.111,-101.578,-1.632,NC
NN.SJC..EH,NN,SJC,,EH,Z,"[24391100000.0, 1333880000.0, 424541000.0, 434362000000.0, 278863000.0, 69715800.0]",38.3491,-119.44,2246.0,-2.246,5.245,94.249,-2.246,NC
NN.SJC.N1.EH,NN,SJC,N1,EH,Z,[796886000.0],38.3491,-119.44,2246.0,-2.246,5.245,94.249,-2.246,NC
NN.SJC..HN,NN,SJC,,HN,ENZ,"[855789.0, 213947.0, 855789.0, 213947.0, 855789.0, 213947.0]",38.3491,-119.44,2246.0,-2.246,5.245,94.249,-2.246,NC
NN.SLK..EH,NN,SLK,,EH,Z,"[796885636.8, 408204375480.0]",37.8344,-119.1297,2465.0,-2.465,32.598,37.18,-2.465,NC
NN.SLK.N1.EH,NN,SLK,N1,EH,Z,[796885636.8],37.8344,-119.1297,2465.0,-2.465,32.598,37.18,-2.465,NC
NN.SMI..EH,NN,SMI,,EH,Z,"[-796885636.8, -408204375480.0]",39.867199,-120.530602,2344.0,-2.344,-88.214,263.315,-2.344,NC
NN.SRV2..HH,NN,SRV2,,HH,ENZ,"[473680000.0, 473680000.0, 473680000.0]",39.6533,-120.3432,1700.0,-1.7,-72.392,239.393,-1.7,NC
NN.SRV2..HN,NN,SRV2,,HN,ENZ,"[642027.0, 642027.0, 642027.0]",39.6533,-120.3432,1700.0,-1.7,-72.392,239.393,-1.7,NC
NN.SRV3..HH,NN,SRV3,,HH,ENZ,"[471166000.0, 471166000.0, 471166000.0]",39.650501,-120.441498,1524.0,-1.524,-80.835,239.164,-1.524,NC
NN.SRV3..HN,NN,SRV3,,HN,ENZ,"[642027.0, 642027.0, 642027.0]",39.650501,-120.441498,1524.0,-1.524,-80.835,239.164,-1.524,NC
NN.SRVL..HH,NN,SRVL,,HH,ENZ,"[471166000.0, 471166000.0, 471166000.0]",39.5709,-120.330597,1666.0,-1.666,-71.393,230.231,-1.666,NC
NN.STR.N1.EH,NN,STR,N1,EH,Z,[796885636.8],37.436668,-118.760002,3704.0,-3.704,65.49,-6.772,-3.704,NC
NN.SUGR..EH,NN,SUGR,,EH,Z,"[278863000.0, 69715800.0]",39.3033,-120.3409,2132.0,-2.132,-72.55,200.521,-2.132,NC
NN.SUGR..HN,NN,SUGR,,HN,ENZ,"[855789.0, 213947.0, 855789.0, 213947.0, 855789.0, 213947.0]",39.3033,-120.3409,2132.0,-2.132,-72.55,200.521,-2.132,NC
NN.TAH..EH,NN,TAH,,EH,Z,"[796885636.8, 408204375480.0]",39.151501,-120.163002,2079.0,-2.079,-57.323,183.539,-2.079,NC
NN.TBRD..HH,NN,TBRD,,HH,ENZ,"[314020000.0, 314020000.0, 314020000.0]",39.173199,-119.930901,1952.0,-1.952,-37.244,185.83,-1.952,NC
NN.TBRD..HN,NN,TBRD,,HN,ENZ,"[142564.0, 142564.0, 142564.0]",39.173199,-119.930901,1952.0,-1.952,-37.244,185.83,-1.952,NC
NN.TCN..EH,NN,TCN,,EH,Z,"[-796885636.8, 796885636.8]",37.146667,-116.725334,1469.0,-1.469,246.5,-35.595,-1.469,NC
NN.TMO..EH,NN,TMO,,EH,Z,"[796885636.8, 408204375480.0]",36.805332,-117.407997,2195.0,-2.195,186.691,-75.037,-2.195,NC
NN.TNK..EH,NN,TNK,,EH,Z,"[-796885636.8, -408204375480.0]",39.267399,-120.236801,2438.0,-2.438,-63.6,196.457,-2.438,NC
NN.TNK.N1.EH,NN,TNK,N1,EH,Z,[-796885636.8],39.267399,-120.236801,2438.0,-2.438,-63.6,196.457,-2.438,NC
NN.TNP..EH,NN,TNP,,EH,Z,"[-796885636.8, -408204375480.0]",38.082001,-117.217667,1939.0,-1.939,200.241,67.043,-1.939,NC
NN.TVH1..HH,NN,TVH1,,HH,ENZ,"[753096000.0, 753096000.0, 2007680000.0, 753096000.0, 753096000.0, 2007680000.0, 753096000.0, 753096000.0, 2007680000.0]",38.4574,-118.7658,3136.0,-3.136,64.088,106.523,-3.136,NC
NN.TVH1..HN,NN,TVH1,,HN,ENZ,"[158736.0, 158736.0, 423174.0, 211430.0, 158736.0, 158736.0, 423174.0, 211430.0, 158736.0, 158736.0, 423174.0, 211430.0]",38.4574,-118.7658,3136.0,-3.136,64.088,106.523,-3.136,NC
NN.VIP..EH,NN,VIP,,EH,Z,[-796885636.8],39.755501,-119.461502,2499.0,-2.499,3.3,250.413,-2.499,NC
NN.VPK..EH,NN,VPK,,EH,Z,"[919129000.0, 595154000.0, 158049000.0, 1264390000.0, 158049000.0, 424541000.0, 434362000000.0]",39.4722,-120.0398,2562.0,-2.562,-46.462,219.083,-2.562,NC
NN.VPK..HN,NN,VPK,,HN,ENZ,"[211430.0, 211430.0, 211430.0]",39.4722,-120.0398,2562.0,-2.562,-46.462,219.083,-2.562,NC
NN.WAK..EH,NN,WAK,,EH,ENZ,"[6437950000.0, 6437950000.0, 7698000000.0, 753096000.0, 6437950000.0, 6437950000.0, 7698000000.0, 753096000.0, 6437950000.0, 6437950000.0, 7698000000.0, 753096000.0]",38.5043,-119.4382,1890.0,-1.89,5.391,111.478,-1.89,NC
NN.WAK..HH,NN,WAK,,HH,ENZ,"[753096000.0, 753096000.0, 501919000.0, 753096000.0, 753096000.0, 501919000.0, 753096000.0, 753096000.0, 501919000.0]",38.5043,-119.4382,1890.0,-1.89,5.391,111.478,-1.89,NC
NN.WAK..HN,NN,WAK,,HN,ENZ,"[158736.0, 211430.0, 213947.0, 158736.0, 211430.0, 213947.0, 158736.0, 211430.0, 213947.0]",38.5043,-119.4382,1890.0,-1.89,5.391,111.478,-1.89,NC
NN.WCN..BH,NN,WCN,,BH,ENZ,"[41141.7, 425881000.0, 425881000.0, 425881000.0, 851762000.0, 851762000.0, 798591000.0, 41141.7, 425881000.0, 425881000.0, 425881000.0, 851762000.0, 851762000.0, 798591000.0, 41141.7, 425881000.0, 425881000.0, 425881000.0, 851762000.0, 851762000.0, 798591000.0]",39.310398,-119.759003,1658.0,-1.658,-22.344,201.01,-1.658,NC
NN.WCN..HH,NN,WCN,,HH,ENZ,"[3416190000.0, 425893000.0, 425893000.0, 425893000.0, 851787000.0, 851787000.0, 1064730000.0, 3416190000.0, 425893000.0, 425893000.0, 425893000.0, 851787000.0, 851787000.0, 1064730000.0, 3416190000.0, 425893000.0, 425893000.0, 425893000.0, 851787000.0, 851787000.0, 1064730000.0]",39.310398,-119.759003,1658.0,-1.658,-22.344,201.01,-1.658,NC
NN.WCT..EH,NN,WCT,,EH,Z,"[-796885636.8, -408204375480.0]",36.792702,-116.626602,967.0,-0.967,256.463,-74.613,-0.967,NC
NN.WIL..EH,NN,WIL,,EH,Z,"[6414981464.66861, 7710801120.0]",38.810299,-119.909302,2446.0,-2.446,-35.555,145.527,-2.446,NC
NN.WILB..HN,NN,WILB,,HN,ENZ,"[211430.0, 213947.0, 213947.0, 211430.0, 213947.0, 213947.0, 211430.0, 213947.0, 213947.0]",38.8101,-119.909,2443.5,-2.4435,-35.529,145.505,-2.444,NC
NN.WMD..EH,NN,WMD,,EH,Z,"[-796885636.8, -408204375480.0]",37.443901,-118.637497,1673.0,-1.673,76.324,-5.877,-1.673,NC
NN.WMD.N1.EH,NN,WMD,N1,EH,Z,[-796885636.8],37.443901,-118.637497,1673.0,-1.673,76.324,-5.877,-1.673,NC
NN.YER..EH,NN,YER,,EH,ENZ,"[6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 7698000000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 7698000000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 6437950000.0, 7698000000.0]",38.9852,-119.2406,1857.0,-1.857,22.479,164.9,-1.857,NC
NN.YER..HH,NN,YER,,HH,ENZ,"[753096000.0, 501919000.0, 753096000.0, 501919000.0, 753096000.0, 501919000.0]",38.9852,-119.2406,1857.0,-1.857,22.479,164.9,-1.857,NC
NN.YER..HN,NN,YER,,HN,ENZ,"[158736.0, 105794.0, 105793.0, 158736.0, 105794.0, 105793.0, 158736.0, 105794.0, 105793.0]",38.9852,-119.2406,1857.0,-1.857,22.479,164.9,-1.857,NC
NP.1002..HN,NP,1002,,HN,ENZ,"[429568.0, 213892.400974921, 426212.0, 213473.004110264, 429568.0, 213892.400974921]",37.52886,-122.25522,2.0,-0.002,-243.533,6.77,-0.002,NC
NP.1002.10.HN,NP,1002,10,HN,ENZ,"[213874.006228437, 213454.645431911, 213874.006228437]",37.52886,-122.25522,2.0,-0.002,-243.533,6.77,-0.002,NC
NP.1003..HN,NP,1003,,HN,ENZ,"[426212.0, 426212.0, 213473.004110264, 426212.0, 426212.0, 213473.004110264, 426212.0, 426212.0, 214311.797839577]",37.49403,-122.2977,268.0,-0.268,-247.402,3.015,-0.268,NC
NP.1004.0B.HN,NP,1004,0B,HN,ENZ,"[1.82, 426212.0, 214748.352, 1.82, 426212.0, 214748.352, 1.8, 429568.0, 214748.352]",35.36976,-119.02148,122.0,-0.122,43.501,-236.306,-0.122,NC
NP.1004.10.HN,NP,1004,10,HN,ENZ,"[214748.352, 214748.352, 214748.352]",35.36976,-119.02148,122.0,-0.122,43.501,-236.306,-0.122,NC
NP.1005.0B.HN,NP,1005,0B,HN,ENZ,"[426212.0, 426212.0, 426212.0]",37.8762,-122.2356,244.0,-0.244,-240.675,45.268,-0.244,NC
NP.1010.RA.HN,NP,1010,RA,HN,23Z,"[429496.704, 426141.261, 429496.704]",39.81258,-122.33628,161.0,-0.161,-242.952,260.51,-0.161,NC
NP.1010.CC.HN,NP,1010,CC,HN,ENZ,"[426141.261, 429496.704, 429496.704]",39.8158,-122.33594,156.0,-0.156,-242.912,260.866,-0.156,NC
NP.1010.D2.HN,NP,1010,D2,HN,ENZ,"[429496.704, 429496.704, 426141.261]",39.81796,-122.33601,119.0,-0.119,-242.91,261.106,-0.119,NC
NP.1010.LT.HN,NP,1010,LT,HN,ENZ,"[426212.0, 429568.0, 429568.0]",39.81384,-122.3377,123.0,-0.123,-243.069,260.653,-0.123,NC
NP.1010.UT.HN,NP,1010,UT,HN,ENZ,"[426212.0, 426212.0, 429568.0]",39.81384,-122.3377,152.0,-0.152,-243.069,260.653,-0.152,NC
NP.1017.CR.HN,NP,1017,CR,HN,ENZ,"[429496.704, 429496.704, 429496.704]",39.19639,-123.18318,234.0,-0.234,-318.229,194.667,-0.234,NC
NP.1017.DS.HN,NP,1017,DS,HN,ENZ,"[429496.704, 426141.261, 429496.704]",39.19638,-123.18488,195.0,-0.195,-318.376,194.672,-0.195,NC
NP.1017.LA.HN,NP,1017,LA,HN,ENZ,"[429496.704, 429496.704, 426141.261]",39.194,-123.1837,239.0,-0.239,-318.285,194.404,-0.239,NC
NP.1017.UT.HN,NP,1017,UT,HN,ENZ,"[429496.704, 429496.704, 429496.704]",39.19778,-123.1816,225.0,-0.225,-318.087,194.816,-0.225,NC
NP.1023..HN,NP,1023,,HN,ENZ,"[429496.704, 213892.400974921, 429496.704, 213892.400974921, 426141.261, 213892.400974921]",40.57607,-124.2637,16.0,-0.016,-403.597,352.153,-0.016,NC
NP.1023.10.HN,NP,1023,10,HN,ENZ,"[213874.006228437, 213874.006228437, 213874.006228437]",40.57607,-124.2637,16.0,-0.016,-403.597,352.153,-0.016,NC
NP.1035.A1.HN,NP,1035,A1,HN,23Z,"[426141.261, 426141.261, 429496.704]",35.64384,-118.47384,805.0,-0.805,92.961,-205.499,-0.805,NC
NP.1035.AA.HN,NP,1035,AA,HN,23Z,"[429496.704, 429496.704, 426141.261]",35.64144,-118.46351,802.0,-0.802,93.899,-205.756,-0.802,NC
NP.1035.AD.HN,NP,1035,AD,HN,23Z,"[429496.704, 429496.704, 429496.704]",35.6408,-118.47032,854.0,-0.854,93.283,-205.833,-0.854,NC
NP.1035.AL.HN,NP,1035,AL,HN,23Z,"[429496.704, 429496.704, 429496.704]",35.64189,-118.46789,799.0,-0.799,93.502,-205.71,-0.799,NC
NP.1035.AR.HN,NP,1035,AR,HN,23Z,"[429496.704, 426141.261, 429496.704]",35.64292,-118.47136,794.0,-0.794,93.186,-205.599,-0.794,NC
NP.1035.AT.HN,NP,1035,AT,HN,23Z,"[426212.0, 426212.0, 429568.0]",35.64245,-118.46947,778.0,-0.778,93.358,-205.649,-0.778,NC
NP.1035.AU.HN,NP,1035,AU,HN,23Z,"[429568.0, 426212.0, 429568.0]",35.64245,-118.46947,800.0,-0.8,93.358,-205.649,-0.8,NC
NP.1035.DS.HN,NP,1035,DS,HN,23Z,"[429496.704, 429496.704, 429496.704]",35.64403,-118.48361,826.0,-0.826,92.075,-205.488,-0.826,NC
NP.1035.LC.HN,NP,1035,LC,HN,23Z,"[429496.704, 429496.704, 429496.704]",35.64562,-118.48106,798.0,-0.798,92.305,-205.309,-0.798,NC
NP.1035.LT.HN,NP,1035,LT,HN,23Z,"[429568.0, 429568.0, 429568.0, 429568.0, 426212.0, 426212.0]",35.64553,-118.48029,796.0,-0.796,92.374,-205.318,-0.796,NC
NP.1035.MS.HN,NP,1035,MS,HN,23Z,"[429496.704, 426141.261, 429496.704]",35.64536,-118.483,778.0,-0.778,92.129,-205.339,-0.778,NC
NP.1035.RA.HN,NP,1035,RA,HN,23Z,"[426141.261, 426141.261, 429496.704]",35.64667,-118.48492,801.0,-0.801,91.954,-205.196,-0.801,NC
NP.1035.RC.HN,NP,1035,RC,HN,23Z,"[429496.704, 426141.261, 426141.261]",35.64597,-118.48288,798.0,-0.798,92.139,-205.272,-0.798,NC
NP.1035.UT.HN,NP,1035,UT,HN,23Z,"[429568.0, 426212.0, 429568.0, 429568.0, 426212.0, 429568.0, 429568.0, 426212.0, 429568.0]",35.64553,-118.48029,796.0,-0.796,92.374,-205.318,-0.796,NC
NP.1035.OF.HN,NP,1035,OF,HN,ENZ,"[426212.0, 426212.0, 426212.0, 429568.0, 426212.0, 429568.0]",35.64598,-118.47732,814.0,-0.814,92.643,-205.265,-0.814,NC
NP.1041..EH,NP,1041,,EH,Z,[73566404.029433],34.9977,-119.4858,837.0,-0.837,1.297,-277.708,-0.837,NC
NP.1041.10.EH,NP,1041,10,EH,Z,[73560077.3186865],34.9977,-119.4858,837.0,-0.837,1.297,-277.708,-0.837,NC
NP.1041..HN,NP,1041,,HN,23ENZ,"[1.7, 1.72, 213892.400974921, 213473.004110264, 213892.400974921, 1.9, 214311.797839577, 213892.400974921, 214748.352, 214748.352, 214748.352]",34.9977,-119.4858,837.0,-0.837,1.297,-277.708,-0.837,NC
NP.1041.10.HN,NP,1041,10,HN,ENZ,"[213454.645431911, 213874.006228437, 213874.006228437, 214748.352, 214748.352, 214748.352]",34.9977,-119.4858,837.0,-0.837,1.297,-277.708,-0.837,NC
NP.1042..HN,NP,1042,,HN,23ZEN,"[1.72, 1.89, 1.97, 214748.352, 214748.352, 214748.352]",35.0402,-119.42848,397.0,-0.397,6.529,-272.989,-0.397,NC
NP.1042.00.HN,NP,1042,00,HN,ENZ,"[213892.400974921, 213473.004110264, 213892.400974921, 213473.004110264, 213473.004110264, 213892.400974921]",35.0402,-119.42848,397.0,-0.397,6.529,-272.989,-0.397,NC
NP.1042.10.HN,NP,1042,10,HN,ENZ,"[214748.352, 214748.352, 214748.352]",35.0402,-119.42848,397.0,-0.397,6.529,-272.989,-0.397,NC
NP.1043..HN,NP,1043,,HN,23ENZ,"[1.72, 1.79, 214748.352, 214748.352, 1.76, 214748.352]",35.07845,-119.40056,244.0,-0.244,9.073,-268.741,-0.244,NC
NP.1043.00.HN,NP,1043,00,HN,ENZ,"[213892.400974921, 213892.400974921, 213892.400974921]",35.07845,-119.40056,244.0,-0.244,9.073,-268.741,-0.244,NC
NP.1043.10.HN,NP,1043,10,HN,ENZ,"[214748.352, 214748.352, 214748.352]",35.07845,-119.40056,244.0,-0.244,9.073,-268.741,-0.244,NC
NP.1044..HN,NP,1044,,HN,23ENZ,"[1.85, 1.9, 214748.352, 214748.352, 1.95, 214748.352]",35.13082,-119.36862,165.0,-0.165,11.979,-262.925,-0.165,NC
NP.1044.00.HN,NP,1044,00,HN,ENZ,"[213892.400974921, 213473.004110264, 213892.400974921]",35.13082,-119.36862,165.0,-0.165,11.979,-262.925,-0.165,NC
NP.1044.10.HN,NP,1044,10,HN,ENZ,"[214748.352, 214748.352, 214748.352]",35.13082,-119.36862,165.0,-0.165,11.979,-262.925,-0.165,NC
NP.1047.DR.HN,NP,1047,DR,HN,23Z,"[426141.261, 426141.261, 426141.261]",38.15066,-120.81682,171.298,-0.171298,-115.426,73.033,-0.171,NC
NP.1047.RA.HN,NP,1047,RA,HN,23ENZ,"[429496.704, 429496.704, 426141.261, 426141.261, 426141.261, 426141.261]",38.15359,-120.81427,225.0,-0.225,-115.197,73.355,-0.225,NC
NP.1047.CB.HN,NP,1047,CB,HN,ENZ,"[426141.261, 426141.261, 426141.261]",38.1497,-120.81478,166.726,-0.16672599999999999,-115.248,72.924,-0.167,NC
NP.1047.CC.HN,NP,1047,CC,HN,ENZ,"[429496.704, 426141.261, 426141.261, 429496.704, 426141.261, 426141.261, 426141.261, 426141.261]",38.14994,-120.81381,209.702,-0.209702,-115.163,72.949,-0.21,NC
NP.1054.DS.HN,NP,1054,DS,HN,23Z,"[429496.704, 429496.704, 426141.261]",36.83229,-119.33068,213.33333,-0.21333333,15.105,-74.09,-0.213,NC
NP.1054.LG.HN,NP,1054,LG,HN,23Z,"[429568.0, 429568.0, 426212.0]",36.83319,-119.32588,198.0,-0.198,15.533,-73.99,-0.198,NC
NP.1054.RA.HN,NP,1054,RA,HN,23Z,"[429496.704, 429496.704, 429496.704]",36.83316,-119.32737,235.0,-0.235,15.4,-73.993,-0.235,NC
NP.1054.UG.HN,NP,1054,UG,HN,23Z,"[426212.0, 429568.0, 429568.0]",36.83319,-119.32588,279.0,-0.279,15.533,-73.99,-0.279,NC
NP.108.CG.HN,NP,108,CG,HN,23Z,"[426141.261, 429496.704, 426141.261]",33.9148,-117.84179,149.0,-0.149,153.495,-396.623,-0.149,NC
NP.108.TC.HN,NP,108,TC,HN,23Z,"[429496.704, 426141.261, 426141.261]",33.91531,-117.84135,136.0,-0.136,153.535,-396.566,-0.136,NC
NP.1083.0B.HN,NP,1083,0B,HN,ENZ,"[1.89, 426141.261, 214748.352, 1.82, 426141.261, 214748.352, 1.82, 426141.261, 214748.352]",35.28427,-120.66101,80.0,-0.08,-105.658,-245.267,-0.08,NC
NP.1083.10.HN,NP,1083,10,HN,ENZ,"[214748.352, 214748.352, 214748.352]",35.28427,-120.66101,80.0,-0.08,-105.658,-245.267,-0.08,NC
NP.1098.AA.HN,NP,1098,AA,HN,23Z,"[429496.704, 426141.261, 426141.261]",36.405715,-119.00246,235.0,-0.235,44.633,-121.327,-0.235,NC
NP.1098.AC.HN,NP,1098,AC,HN,23Z,"[429496.704, 429496.704, 426141.261]",36.40508,-119.00179,228.0,-0.228,44.694,-121.398,-0.228,NC
NP.1098.LT.HN,NP,1098,LT,HN,23Z,"[429568.0, 429496.704, 429568.0, 429496.704, 429568.0, 429496.704]",36.41414,-119.00287,163.0,-0.163,44.592,-120.393,-0.163,NC
NP.1098.UT.HN,NP,1098,UT,HN,23ENZ,"[426212.0, 429496.704, 426212.0, 426141.261, 214748.352, 214748.352, 426212.0, 429496.704, 214748.352]",36.41414,-119.00287,250.0,-0.25,44.592,-120.393,-0.25,NC
NP.1098.DS.HN,NP,1098,DS,HN,ENZ,"[429496.704, 429496.704, 429496.704]",36.41854,-119.00761,173.0,-0.173,44.164,-119.907,-0.173,NC
NP.1098.MS.HN,NP,1098,MS,HN,ENZ,"[426141.261, 429496.704, 426141.261]",36.41791,-119.00437,192.0,-0.192,44.455,-119.975,-0.192,NC
NP.1098.RA.HN,NP,1098,RA,HN,ENZ,"[429496.704, 429496.704, 429496.704]",36.42016,-119.00331,250.0,-0.25,44.549,-119.725,-0.25,NC
NP.1098.RC.HN,NP,1098,RC,HN,ENZ,"[426141.261, 429496.704, 426141.261]",36.41865,-119.00352,249.0,-0.249,44.531,-119.892,-0.249,NC
NP.1103.4E.HN,NP,1103,4E,HN,2,"[0.25, 839000.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1103.4S.HN,NP,1103,4S,HN,23,"[0.259, 869204.0, 0.252, 845712.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1103.4W.HN,NP,1103,4W,HN,23,"[0.259, 869204.0, 0.252, 845712.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1103.BE.HN,NP,1103,BE,HN,23Z,"[1.89, 422856.0, 1.96, 429568.0, 1.85, 426212.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1103.BW.HN,NP,1103,BW,HN,23Z,"[429568.0, 426212.0, 426212.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1103.RC.HN,NP,1103,RC,HN,2,"[0.254, 852424.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1103.RE.HN,NP,1103,RE,HN,23,"[0.256, 859136.0, 0.255, 855780.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1103.RS.HN,NP,1103,RS,HN,23,"[0.256, 859136.0, 855780.0, 0.255, 855780.0, 859136.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1103.RW.HN,NP,1103,RW,HN,23,"[0.253, 849068.0, 0.254, 852424.0]",37.87004,-122.26878,55.0,-0.055,-243.614,44.67,-0.055,NC
NP.1121..HN,NP,1121,,HN,23Z,"[0.255, 0.255, 0.255]",37.6565,-122.0836,23.0,-0.023,-227.974,20.505,-0.023,NC
NP.1129.2C.HN,NP,1129,2C,HN,23,"[1.75, 1.74]",37.67941,-122.08236,42.0,-0.042,-227.795,23.044,-0.042,NC
NP.1129.2W.HN,NP,1129,2W,HN,2,[1.7],37.67941,-122.08236,42.0,-0.042,-227.795,23.044,-0.042,NC
NP.1129.3C.HN,NP,1129,3C,HN,23,"[1.82, 1.77]",37.67941,-122.08236,42.0,-0.042,-227.795,23.044,-0.042,NC
NP.1129.3W.HN,NP,1129,3W,HN,2Z,"[1.82, 1.8]",37.67941,-122.08236,42.0,-0.042,-227.795,23.044,-0.042,NC
NP.1129.7C.HN,NP,1129,7C,HN,23,"[2.45, 1.82]",37.67941,-122.08236,42.0,-0.042,-227.795,23.044,-0.042,NC
NP.1129.7W.HN,NP,1129,7W,HN,2,[1.82],37.67941,-122.08236,42.0,-0.042,-227.795,23.044,-0.042,NC
NP.1129.MW.HN,NP,1129,MW,HN,2,[1.77],37.67941,-122.08236,42.0,-0.042,-227.795,23.044,-0.042,NC
NP.1129.NF.HN,NP,1129,NF,HN,ENZ,"[426212.0, 426212.0, 426212.0]",37.68082,-122.08251,47.0,-0.047,-227.804,23.201,-0.047,NC
NP.1129.3S.HN,NP,1129,3S,HN,Z,[1.85],37.67941,-122.08236,42.0,-0.042,-227.795,23.044,-0.042,NC
NP.1133.LA.HN,NP,1133,LA,HN,23ENZ,"[1.74, 1.78, 426141.261, 429496.704, 1.77, 426141.261]",39.32762,-120.12027,1788.566,-1.788566,-53.497,203.071,-1.789,NC
NP.1133.LC.HN,NP,1133,LC,HN,23Z,"[426141.261, 426141.261, 429496.704]",39.32674,-120.1177,1783.69,-1.78369,-53.276,202.972,-1.784,NC
NP.1133.RC.HN,NP,1133,RC,HN,23Z,"[426141.261, 426141.261, 429496.704]",39.3274,-120.1148,1783.69,-1.78369,-53.025,203.043,-1.784,NC
NP.1133.TO.HN,NP,1133,TO,HN,23Z,"[429496.704, 429496.704, 429496.704]",39.3281,-120.117,1755.648,-1.7556479999999999,-53.214,203.122,-1.756,NC
NP.1133.DS.HN,NP,1133,DS,HN,ENZ,"[429496.704, 426141.261, 429496.704]",39.3281,-120.117,1755.648,-1.7556479999999999,-53.214,203.122,-1.756,NC
NP.1133.MD.HN,NP,1133,MD,HN,ENZ,"[426141.261, 426141.261, 426141.261]",39.32769,-120.11515,1767.84,-1.7678399999999999,-53.055,203.076,-1.768,NC
NP.1133.RA.HN,NP,1133,RA,HN,ENZ,"[429496.704, 429496.704, 426141.261]",39.32819,-120.11368,1791.005,-1.7910050000000002,-52.928,203.13,-1.791,NC
NP.1160..HN,NP,1160,,HN,23Z,"[0.258, 0.255, 0.255]",37.48413,-122.31418,126.0,-0.126,-248.892,1.96,-0.126,NC
NP.117.2B.HN,NP,117,2B,HN,ENZ,"[0.127, 0.127, 0.127]",32.79531,-115.54955,-13.0,0.013,370.655,-514.881,0.013,NC
NP.117.1B.HN,NP,117,1B,HN,ENZ,"[1.97, 426141.261, 1.97, 429496.704, 426141.261, 1.96, 426141.261]",32.79531,-115.54955,-13.0,0.013,370.655,-514.881,0.013,NC
NP.1180..HN,NP,1180,,HN,23Z,"[0.255, 0.255, 0.255]",37.62332,-122.13022,4.0,-0.004,-232.191,16.937,-0.004,NC
NP.1216.CS.HN,NP,1216,CS,HN,ENZ,"[429496.704, 426141.261, 426141.261]",38.71702,-123.00909,152.0,-0.152,-305.208,140.863,-0.152,NC
NP.1216.DS.HN,NP,1216,DS,HN,ENZ,"[429496.704, 429496.704, 429496.704]",38.71605,-122.99649,70.0,-0.07,-304.116,140.714,-0.07,NC
NP.1216.LA.HN,NP,1216,LA,HN,ENZ,"[429496.704, 426141.261, 426141.261]",38.72258,-123.00804,167.0,-0.167,-305.093,141.476,-0.167,NC
NP.1216.RA.HN,NP,1216,RA,HN,ENZ,"[429496.704, 429496.704, 426141.261]",38.71384,-123.00869,187.0,-0.187,-305.186,140.508,-0.187,NC
NP.1216.RD.HN,NP,1216,RD,HN,ENZ,"[426141.261, 429496.704, 426141.261]",38.71617,-123.0022,80.0,-0.08,-304.612,140.746,-0.08,NC
