station_id,check_id,longitude,latitude,elevation_m,center
BK.AASB.00.HNE,BKAASB,-121.10975,38.43026,67.1,BOTH
BK.AASB.00.HNN,BKAASB,-121.10975,38.43026,67.1,BOTH
BK.AASB.00.HNZ,BKAASB,-121.10975,38.43026,67.1,BOTH
BK.ADAM.00.HNE,BKADAM,-122.33414,38.75142,627.3,BOTH
BK.ADAM.00.HNN,BKADAM,-122.33414,38.75142,627.3,BOTH
BK.ADAM.00.HNZ,BKADAM,-122.33414,38.75142,627.3,BOTH
BK.ALVW.00.HNE,BKALVW,-120.47143,37.04906,41.8,BOTH
BK.ALVW.00.HNN,BKALVW,-120.47143,37.04906,41.8,BOTH
BK.ALVW.00.HNZ,BKALVW,-120.47143,37.04906,41.8,BOTH
BK.AONC.00.HNE,BKAONC,-122.0608,39.93981,70,BOTH
BK.AONC.00.HNN,BKAONC,-122.0608,39.93981,70,BOTH
BK.AONC.00.HNZ,BKAONC,-122.0608,39.93981,70,BOTH
BK.BDM.00.HNE,BKBDM,-121.86554,37.953972,219.8,BOTH
BK.BDM.00.HNN,BKBDM,-121.86554,37.953972,219.8,BOTH
BK.BDM.00.HNZ,BKBDM,-121.86554,37.953972,219.8,BOTH
BK.BIGV.00.HNE,BKBIGV,-121.22769,41.09439,1487.3,BOTH
BK.BIGV.00.HNN,BKBIGV,-121.22769,41.09439,1487.3,BOTH
BK.BIGV.00.HNZ,BKBIGV,-121.22769,41.09439,1487.3,BOTH
BK.BJES.00.HNE,BKBJES,-123.87996,40.54362,1050.7,BOTH
BK.BJES.00.HNN,BKBJES,-123.87996,40.54362,1050.7,BOTH
BK.BJES.00.HNZ,BKBJES,-123.87996,40.54362,1050.7,BOTH
BK.BKS.00.HNE,BKBKS,-122.23558,37.876221,243.9,BOTH
BK.BKS.00.HNN,BKBKS,-122.23558,37.876221,243.9,BOTH
BK.BKS.00.HNZ,BKBKS,-122.23558,37.876221,243.9,BOTH
BK.BL67.00.HNN,BKBL67,-122.243179,37.87492,736.2,BOTH
BK.BL67.00.HNZ,BKBL67,-122.243179,37.87492,736.2,BOTH
BK.BL88.00.HNE,BKBL88,-122.254288,37.877151,602.2,BOTH
BK.BL88.00.HNN,BKBL88,-122.254288,37.877151,602.2,BOTH
BK.BL88.00.HNZ,BKBL88,-122.254288,37.877151,602.2,BOTH
BK.BLAS.00.HNE,BKBLAS,-123.53248,40.3227,1679.3,BOTH
BK.BLUE.00.HNN,BKBLUE,-120.36462,38.34234,1840.5,BOTH
BK.BLUE.00.HNZ,BKBLUE,-120.36462,38.34234,1840.5,BOTH
BK.BONV.00.HNE,BKBONV,-123.34856,38.98742,196.9,BOTH
BK.BONV.00.HNN,BKBONV,-123.34856,38.98742,196.9,BOTH
BK.BONV.00.HNZ,BKBONV,-123.34856,38.98742,196.9,BOTH
BK.BRAD.00.HNE,BKBRAD,-120.76114,35.92625,470,BOTH
BK.BRIB.00.HNE,BKBRIB,-122.151787,37.918869,219.7,BOTH
BK.BRIB.00.HNN,BKBRIB,-122.151787,37.918869,219.7,BOTH
BK.BRIB.00.HNZ,BKBRIB,-122.151787,37.918869,219.7,BOTH
BK.BRIC.00.HNE,BKBRIC,-123.8965,40.11223,180.5,BOTH
BK.BRIC.00.HNN,BKBRIC,-123.8965,40.11223,180.5,BOTH
BK.BRIC.00.HNZ,BKBRIC,-123.8965,40.11223,180.5,BOTH
BK.BRIT.00.HNE,BKBRIT,-121.6497,41.03541,843.5,BOTH
BK.BRIT.00.HNN,BKBRIT,-121.6497,41.03541,843.5,BOTH
BK.BRIT.00.HNZ,BKBRIT,-121.6497,41.03541,843.5,BOTH
BK.BRK.00.HNE,BKBRK,-122.260986,37.87352,49.4,BOTH
BK.BRK.00.HNN,BKBRK,-122.260986,37.87352,49.4,BOTH
BK.BRK.00.HNZ,BKBRK,-122.260986,37.87352,49.4,BOTH
BK.BUCI.00.HNE,BKBUCI,-122.57818,38.13688,181.2,BOTH
BK.BUCI.00.HNN,BKBUCI,-122.57818,38.13688,181.2,BOTH
BK.BUCI.00.HNZ,BKBUCI,-122.57818,38.13688,181.2,BOTH
BK.BUCR.00.HNE,BKBUCR,-120.1496,37.6733,1034.01,BOTH
BK.BUCR.00.HNN,BKBUCR,-120.1496,37.6733,1034.01,BOTH
BK.CGRV.00.HNN,BKCGRV,-118.66033,36.79147,1449,BOTH
BK.CGRV.00.HNZ,BKCGRV,-118.66033,36.79147,1449,BOTH
BK.CLRV.00.HNE,BKCLRV,-121.11134,41.79816,1377.2,BOTH
BK.CLRV.00.HNN,BKCLRV,-121.11134,41.79816,1377.2,BOTH
BK.CLRV.00.HNZ,BKCLRV,-121.11134,41.79816,1377.2,BOTH
BK.CMB.00.HNE,BKCMB,-120.386513,38.03455,697,BOTH
BK.CMB.00.HNN,BKCMB,-120.386513,38.03455,697,BOTH
BK.CMB.00.HNZ,BKCMB,-120.386513,38.03455,697,BOTH
BK.CMSB.00.HNE,BKCMSB,-122.25168,37.87195,94.7,BOTH
BK.CMSB.00.HNN,BKCMSB,-122.25168,37.87195,94.7,BOTH
BK.CMSB.00.HNZ,BKCMSB,-122.25168,37.87195,94.7,BOTH
BK.CVS.00.HNE,BKCVS,-122.458397,38.345261,295.1,BOTH
BK.CVS.00.HNN,BKCVS,-122.458397,38.345261,295.1,BOTH
BK.CVS.00.HNZ,BKCVS,-122.458397,38.345261,295.1,BOTH
BK.DANT.00.HNE,BKDANT,-121.802101,40.294601,967,BOTH
BK.DANT.00.HNN,BKDANT,-121.802101,40.294601,967,BOTH
BK.DANT.00.HNZ,BKDANT,-121.802101,40.294601,967,BOTH
BK.DCMP.00.HNE,BKDCMP,-123.337498,39.46897,450,BOTH
BK.DCMP.00.HNN,BKDCMP,-123.337498,39.46897,450,BOTH
BK.DCMP.00.HNZ,BKDCMP,-123.337498,39.46897,450,BOTH
BK.DIAZ.00.HNE,BKDIAZ,-120.74563,41.00383,1984,BOTH
BK.DIAZ.00.HNN,BKDIAZ,-120.74563,41.00383,1984,BOTH
BK.DIAZ.00.HNZ,BKDIAZ,-120.74563,41.00383,1984,BOTH
BK.DLIK.00.HNE,BKDLIK,-122.89424,40.45543,1293,BOTH
BK.DLIK.00.HNN,BKDLIK,-122.89424,40.45543,1293,BOTH
BK.DLIK.00.HNZ,BKDLIK,-122.89424,40.45543,1293,BOTH
BK.DMOR.00.HNE,BKDMOR,-123.70331,40.70973,1305,BOTH
BK.DMOR.00.HNN,BKDMOR,-123.70331,40.70973,1305,BOTH
BK.DMOR.00.HNZ,BKDMOR,-123.70331,40.70973,1305,BOTH
BK.DRDG.00.HNE,BKDRDG,-119.96892,38.16819,2136.7,BOTH
BK.DRDG.00.HNN,BKDRDG,-119.96892,38.16819,2136.7,BOTH
BK.DRDG.00.HNZ,BKDRDG,-119.96892,38.16819,2136.7,BOTH
BK.DRYC.00.HNE,BKDRYC,-120.34886,41.51694,1718.2,BOTH
BK.EAGL.00.HNN,BKEAGL,-120.72893,40.62486,1564.7,BOTH
BK.EAGL.00.HNZ,BKEAGL,-120.72893,40.62486,1564.7,BOTH
BK.FARB.00.HNE,BKFARB,-123.001099,37.697819,-18.5,BOTH
BK.FARB.00.HNN,BKFARB,-123.001099,37.697819,-18.5,BOTH
BK.FARB.00.HNZ,BKFARB,-123.001099,37.697819,-18.5,BOTH
BK.FORD.00.HNE,BKFORD,-121.78054,36.6879,34.4,BOTH
BK.FORD.00.HNN,BKFORD,-121.78054,36.6879,34.4,BOTH
BK.FORD.00.HNZ,BKFORD,-121.78054,36.6879,34.4,BOTH
BK.GALB.00.HNE,BKGALB,-123.25636,38.86192,494.8,BOTH
BK.GALB.00.HNN,BKGALB,-123.25636,38.86192,494.8,BOTH
BK.GALB.00.HNZ,BKGALB,-123.25636,38.86192,494.8,BOTH
BK.GASB.00.HNE,BKGASB,-122.71595,39.654709,1354.8,BOTH
BK.GASB.00.HNN,BKGASB,-122.71595,39.654709,1354.8,BOTH
BK.GASB.00.HNZ,BKGASB,-122.71595,39.654709,1354.8,BOTH
BK.GHOP.00.HNN,BKGHOP,-123.97797,40.30643,1028.9,BOTH
BK.GHOP.00.HNZ,BKGHOP,-123.97797,40.30643,1028.9,BOTH
BK.GRPK.00.HNE,BKGRPK,-121.99428,41.12162,1497.2,BOTH
BK.GRPK.00.HNN,BKGRPK,-121.99428,41.12162,1497.2,BOTH
BK.GRPK.00.HNZ,BKGRPK,-121.99428,41.12162,1497.2,BOTH
BK.GTSB.00.HNE,BKGTSB,-122.60355,39.31166,1102.4,BOTH
BK.GTSB.00.HNN,BKGTSB,-122.60355,39.31166,1102.4,BOTH
BK.GTSB.00.HNZ,BKGTSB,-122.60355,39.31166,1102.4,BOTH
BK.GUMB.00.HNE,BKGUMB,-122.5094,41.21297,1849.8,BOTH
BK.GUMB.00.HNN,BKGUMB,-122.5094,41.21297,1849.8,BOTH
BK.GUMB.00.HNZ,BKGUMB,-122.5094,41.21297,1849.8,BOTH
BK.HALS.00.HNE,BKHALS,-123.72703,39.81357,582,BOTH
BK.HALS.00.HNN,BKHALS,-123.72703,39.81357,582,BOTH
BK.HALS.00.HNZ,BKHALS,-123.72703,39.81357,582,BOTH
BK.HAPY.00.HNE,BKHAPY,-121.110674,41.417678,1854.2,BOTH
BK.HAPY.00.HNN,BKHAPY,-121.110674,41.417678,1854.2,BOTH
BK.HAPY.00.HNZ,BKHAPY,-121.110674,41.417678,1854.2,BOTH
BK.HAS2.00.HNE,BKHAS2,-121.56139,36.38546,603.8,BOTH
BK.HAS2.00.HNN,BKHAS2,-121.56139,36.38546,603.8,BOTH
BK.HAS2.00.HNZ,BKHAS2,-121.56139,36.38546,603.8,BOTH
BK.HAST.00.HNE,BKHAST,-121.551399,36.388699,539.5,BOTH
BK.HAST.00.HNN,BKHAST,-121.551399,36.388699,539.5,BOTH
BK.HAST.00.HNZ,BKHAST,-121.551399,36.388699,539.5,BOTH
BK.HATC.00.HNE,BKHATC,-121.461166,40.816101,1008.6,BOTH
BK.HATC.00.HNN,BKHATC,-121.461166,40.816101,1008.6,BOTH
BK.HATC.00.HNZ,BKHATC,-121.461166,40.816101,1008.6,BOTH
BK.HAYF.00.HNE,BKHAYF,-123.23198,40.5227,776.6,BOTH
BK.HAYF.00.HNN,BKHAYF,-123.23198,40.5227,776.6,BOTH
BK.HAYF.00.HNZ,BKHAYF,-123.23198,40.5227,776.6,BOTH
BK.HELL.00.HNE,BKHELL,-119.02282,36.680111,1137.5,BOTH
BK.HELL.00.HNN,BKHELL,-119.02282,36.680111,1137.5,BOTH
BK.HELL.00.HNZ,BKHELL,-119.02282,36.680111,1137.5,BOTH
BK.HOPS.00.HNE,BKHOPS,-123.072342,38.993488,299.1,BOTH
BK.HOPS.00.HNN,BKHOPS,-123.072342,38.993488,299.1,BOTH
BK.HOPS.00.HNZ,BKHOPS,-123.072342,38.993488,299.1,BOTH
BK.HUMO.00.HNE,BKHUMO,-122.956688,42.607101,554.9,BOTH
BK.HUMO.00.HNN,BKHUMO,-122.956688,42.607101,554.9,BOTH
BK.HUMO.00.HNZ,BKHUMO,-122.956688,42.607101,554.9,BOTH
BK.HUNT.00.HNE,BKHUNT,-123.14557,40.18942,1540,BOTH
BK.HUNT.00.HNN,BKHUNT,-123.14557,40.18942,1540,BOTH
BK.HUNT.00.HNZ,BKHUNT,-123.14557,40.18942,1540,BOTH
BK.INGL.00.HNE,BKINGL,-123.69844,39.52898,290.5,BOTH
BK.INGL.00.HNN,BKINGL,-123.69844,39.52898,290.5,BOTH
BK.INGL.00.HNZ,BKINGL,-123.69844,39.52898,290.5,BOTH
BK.JCC.00.HNE,BKJCC,-124.029549,40.817451,27.25,BOTH
BK.JCC.00.HNN,BKJCC,-124.029549,40.817451,27.25,BOTH
BK.JEPS.00.HNN,BKJEPS,-121.82518,38.25789,2.6,BOTH
BK.JRSC.00.HNE,BKJRSC,-122.238678,37.403728,70.5,BOTH
BK.JRSC.00.HNN,BKJRSC,-122.238678,37.403728,70.5,BOTH
BK.JRSC.00.HNZ,BKJRSC,-122.238678,37.403728,70.5,BOTH
BK.KARE.00.HNE,BKKARE,-119.50381,36.59736,101,BOTH
BK.KARE.00.HNN,BKKARE,-119.50381,36.59736,101,BOTH
BK.KARE.00.HNZ,BKKARE,-119.50381,36.59736,101,BOTH
BK.KCC.00.HNE,BKKCC,-119.318703,37.323631,888.09998,BOTH
BK.KCC.00.HNN,BKKCC,-119.318703,37.323631,888.09998,BOTH
BK.KCC.00.HNZ,BKKCC,-119.318703,37.323631,888.09998,BOTH
BK.KETL.00.HNE,BKKETL,-120.14935,36.05749,376.31,BOTH
BK.KETL.00.HNN,BKKETL,-120.14935,36.05749,376.31,BOTH
BK.KETL.00.HNZ,BKKETL,-120.14935,36.05749,376.31,BOTH
BK.KNEE.00.HNE,BKKNEE,-123.90112,40.71519,892.2,BOTH
BK.KNEE.00.HNN,BKKNEE,-123.90112,40.71519,892.2,BOTH
BK.KNEE.00.HNZ,BKKNEE,-123.90112,40.71519,892.2,BOTH
BK.LCOW.00.HNE,BKLCOW,-122.18524,40.64261,236.2,BOTH
BK.LCOW.00.HNN,BKLCOW,-122.18524,40.64261,236.2,BOTH
BK.LCOW.00.HNZ,BKLCOW,-122.18524,40.64261,236.2,BOTH
BK.LCUV.00.HNE,BKLCUV,-120.73221,35.65196,408.6,BOTH
BK.LCUV.00.HNN,BKLCUV,-120.73221,35.65196,408.6,BOTH
BK.LCUV.00.HNZ,BKLCUV,-120.73221,35.65196,408.6,BOTH
BK.LEGD.00.HNE,BKLEGD,-120.14916,37.21426,89.6652,BOTH
BK.LEGD.00.HNN,BKLEGD,-120.14916,37.21426,89.6652,BOTH
BK.LGMB.00.HNE,BKLGMB,-121.83623,41.59944,1623.1,BOTH
BK.LGMB.00.HNN,BKLGMB,-121.83623,41.59944,1623.1,BOTH
BK.LGMB.00.HNZ,BKLGMB,-121.83623,41.59944,1623.1,BOTH
BK.LIND.00.HNE,BKLIND,-119.05668,36.35307,154.8,BOTH
BK.LIND.00.HNN,BKLIND,-119.05668,36.35307,154.8,BOTH
BK.LIND.00.HNZ,BKLIND,-119.05668,36.35307,154.8,BOTH
BK.LITV.00.HNE,BKLITV,-121.11247,40.83679,1561.6,BOTH
BK.LITV.00.HNN,BKLITV,-121.11247,40.83679,1561.6,BOTH
BK.LITV.00.HNZ,BKLITV,-121.11247,40.83679,1561.6,BOTH
BK.LLNL.00.HNE,BKLLNL,-121.71675,37.68188,185,BOTH
BK.LLNL.00.HNN,BKLLNL,-121.71675,37.68188,185,BOTH
BK.LLNL.00.HNZ,BKLLNL,-121.71675,37.68188,185,BOTH
BK.MCCM.00.HNE,BKMCCM,-122.88018,38.144779,-7.7,BOTH
BK.MCCM.00.HNN,BKMCCM,-122.88018,38.144779,-7.7,BOTH
BK.MCCM.00.HNZ,BKMCCM,-122.88018,38.144779,-7.7,BOTH
BK.MHC.00.HNE,BKMHC,-121.64257,37.34164,1250.4,BOTH
BK.MHC.00.HNN,BKMHC,-121.64257,37.34164,1250.4,BOTH
BK.MHC.00.HNZ,BKMHC,-121.64257,37.34164,1250.4,BOTH
BK.MILL.00.HNE,BKMILL,-124.04106,41.70532,560.5,BOTH
BK.MILL.00.HNN,BKMILL,-124.04106,41.70532,560.5,BOTH
BK.MILL.00.HNZ,BKMILL,-124.04106,41.70532,560.5,BOTH
BK.MLKN.00.HNE,BKMLKN,-122.2381,38.38294,356.4,BOTH
BK.MLKN.00.HNN,BKMLKN,-122.2381,38.38294,356.4,BOTH
BK.MLKN.00.HNZ,BKMLKN,-122.2381,38.38294,356.4,BOTH
BK.MNRC.00.HNN,BKMNRC,-122.442772,38.878738,709.9,BOTH
BK.MNRC.00.HNZ,BKMNRC,-122.442772,38.878738,709.9,BOTH
BK.MOD.00.HNE,BKMOD,-120.302948,41.902458,1554.5,BOTH
BK.MOD.00.HNN,BKMOD,-120.302948,41.902458,1554.5,BOTH
BK.MOD.00.HNZ,BKMOD,-120.302948,41.902458,1554.5,BOTH
BK.MOGU.00.HNE,BKMOGU,-122.4205,41.83072,823.5,BOTH
BK.MOGU.00.HNN,BKMOGU,-122.4205,41.83072,823.5,BOTH
BK.MOGU.00.HNZ,BKMOGU,-122.4205,41.83072,823.5,BOTH
BK.MORK.00.HNE,BKMORK,-122.361277,38.519561,136.4194,BOTH
BK.MORK.00.HNN,BKMORK,-122.361277,38.519561,136.4194,BOTH
BK.MORK.00.HNZ,BKMORK,-122.361277,38.519561,136.4194,BOTH
BK.MTOS.00.HNE,BKMTOS,-121.327797,37.504902,310,BOTH
BK.MTOS.00.HNN,BKMTOS,-121.327797,37.504902,310,BOTH
BK.MTOS.00.HNZ,BKMTOS,-121.327797,37.504902,310,BOTH
BK.MZTA.00.HNE,BKMZTA,-120.80101,41.27792,2139.8,BOTH
BK.MZTA.00.HNN,BKMZTA,-120.80101,41.27792,2139.8,BOTH
BK.OAKV.00.HNE,BKOAKV,-122.41085,38.43057,59.6,BOTH
BK.OAKV.00.HNN,BKOAKV,-122.41085,38.43057,59.6,BOTH
BK.OAKV.00.HNZ,BKOAKV,-122.41085,38.43057,59.6,BOTH
BK.ORV.00.HNE,BKORV,-121.500359,39.554508,334.70001,BOTH
BK.ORV.00.HNN,BKORV,-121.500359,39.554508,334.70001,BOTH
BK.ORV.00.HNZ,BKORV,-121.500359,39.554508,334.70001,BOTH
BK.OVRO.00.HNE,BKOVRO,-118.283,37.23066,1216,BOTH
BK.OVRO.00.HNN,BKOVRO,-118.283,37.23066,1216,BOTH
BK.OVRO.00.HNZ,BKOVRO,-118.283,37.23066,1216,BOTH
BK.PABC.00.HNE,BKPABC,-120.64003,35.15879,200.2,BOTH
BK.PABC.00.HNN,BKPABC,-120.64003,35.15879,200.2,BOTH
BK.PABC.00.HNZ,BKPABC,-120.64003,35.15879,200.2,BOTH
BK.PACP.00.HNE,BKPACP,-121.287003,37.007999,844,BOTH
BK.PACP.00.HNN,BKPACP,-121.287003,37.007999,844,BOTH
BK.PACP.00.HNZ,BKPACP,-121.287003,37.007999,844,BOTH
BK.PETL.00.HNE,BKPETL,-124.34259,40.28844,49.6,BOTH
BK.PETL.00.HNN,BKPETL,-124.34259,40.28844,49.6,BOTH
BK.PETL.00.HNZ,BKPETL,-124.34259,40.28844,49.6,BOTH
BK.PINL.00.HNE,BKPINL,-122.36602,38.01,10.7,BOTH
BK.PINL.00.HNN,BKPINL,-122.36602,38.01,10.7,BOTH
BK.PINL.00.HNZ,BKPINL,-122.36602,38.01,10.7,BOTH
BK.PIT6.00.HNE,BKPIT6,-121.94795,40.93062,822.2,BOTH
BK.PIT6.00.HNN,BKPIT6,-121.94795,40.93062,822.2,BOTH
BK.PIT6.00.HNZ,BKPIT6,-121.94795,40.93062,822.2,BOTH
BK.PKD.00.HNN,BKPKD,-120.541603,35.945171,583,BOTH
BK.PKD.00.HNZ,BKPKD,-120.541603,35.945171,583,BOTH
BK.PORC.00.HNE,BKPORC,-120.73072,41.60196,1573.7,BOTH
BK.PORC.00.HNN,BKPORC,-120.73072,41.60196,1573.7,BOTH
BK.PORC.00.HNZ,BKPORC,-120.73072,41.60196,1573.7,BOTH
BK.PORG.00.HNE,BKPORG,-119.375053,37.481716,2028.11,BOTH
BK.PORG.00.HNN,BKPORG,-119.375053,37.481716,2028.11,BOTH
BK.PORG.00.HNZ,BKPORG,-119.375053,37.481716,2028.11,BOTH
BK.PRDS.00.HNE,BKPRDS,-124.04458,40.10561,786.5,BOTH
BK.PRDS.00.HNN,BKPRDS,-124.04458,40.10561,786.5,BOTH
BK.PRDS.00.HNZ,BKPRDS,-124.04458,40.10561,786.5,BOTH
BK.PVSP.00.HNE,BKPVSP,-120.25365,36.13,176.7,BOTH
BK.PVSP.00.HNN,BKPVSP,-120.25365,36.13,176.7,BOTH
BK.PVSP.00.HNZ,BKPVSP,-120.25365,36.13,176.7,BOTH
BK.PWOD.00.HNE,BKPWOD,-122.70187,38.58075,438.1,BOTH
BK.PWOD.00.HNN,BKPWOD,-122.70187,38.58075,438.1,BOTH
BK.PWOD.00.HNZ,BKPWOD,-122.70187,38.58075,438.1,BOTH
BK.RAMR.00.HNE,BKRAMR,-120.869843,35.635971,414.3,BOTH
BK.RAMR.00.HNN,BKRAMR,-120.869843,35.635971,414.3,BOTH
BK.RAMR.00.HNZ,BKRAMR,-120.869843,35.635971,414.3,BOTH
BK.RAVE.00.HNE,BKRAVE,-120.30841,40.798,1634.5,BOTH
BK.RAVE.00.HNN,BKRAVE,-120.30841,40.798,1634.5,BOTH
BK.RAVE.00.HNZ,BKRAVE,-120.30841,40.798,1634.5,BOTH
BK.RBOW.00.HNE,BKRBOW,-124.11136,40.33467,1100,BOTH
BK.RBOW.00.HNN,BKRBOW,-124.11136,40.33467,1100,BOTH
BK.RBOW.00.HNZ,BKRBOW,-124.11136,40.33467,1100,BOTH
BK.RCAN.00.HNE,BKRCAN,-120.60504,35.75349,375.06,BOTH
BK.RCAN.00.HNN,BKRCAN,-120.60504,35.75349,375.06,BOTH
BK.RCAN.00.HNZ,BKRCAN,-120.60504,35.75349,375.06,BOTH
BK.RFSB.00.HNE,BKRFSB,-122.33607,37.91608,-26.7,BOTH
BK.RFSB.00.HNN,BKRFSB,-122.33607,37.91608,-26.7,BOTH
BK.RFSB.00.HNZ,BKRFSB,-122.33607,37.91608,-26.7,BOTH
BK.SANG.00.HNE,BKSANG,-123.64922,41.91013,1641.3,BOTH
BK.SANG.00.HNN,BKSANG,-123.64922,41.91013,1641.3,BOTH
BK.SANG.00.HNZ,BKSANG,-123.64922,41.91013,1641.3,BOTH
BK.SAO.00.HNE,BKSAO,-121.44722,36.76403,317.2,BOTH
BK.SAO.00.HNN,BKSAO,-121.44722,36.76403,317.2,BOTH
BK.SAO.00.HNZ,BKSAO,-121.44722,36.76403,317.2,BOTH
BK.SBAR.00.HNE,BKSBAR,-123.07106,41.6627,1489,BOTH
BK.SBAR.00.HNN,BKSBAR,-123.07106,41.6627,1489,BOTH
BK.SBAR.00.HNZ,BKSBAR,-123.07106,41.6627,1489,BOTH
BK.SCCB.00.HNE,BKSCCB,-121.86422,37.287441,98.4,BOTH
BK.SCCB.00.HNN,BKSCCB,-121.86422,37.287441,98.4,BOTH
BK.SCCB.00.HNZ,BKSCCB,-121.86422,37.287441,98.4,BOTH
BK.SCOT.00.HNE,BKSCOT,-122.853798,41.391998,960,BOTH
BK.SCOT.00.HNN,BKSCOT,-122.853798,41.391998,960,BOTH
BK.SCOT.00.HNZ,BKSCOT,-122.853798,41.391998,960,BOTH
BK.SCZ.00.HNE,BKSCZ,-121.403,36.598,261,BOTH
BK.SCZ.00.HNN,BKSCZ,-121.403,36.598,261,BOTH
BK.SCZ.00.HNZ,BKSCZ,-121.403,36.598,261,BOTH
BK.SHEP.00.HNE,BKSHEP,-121.839302,41.7826,1391,BOTH
BK.SHEP.00.HNN,BKSHEP,-121.839302,41.7826,1391,BOTH
BK.SHEP.00.HNZ,BKSHEP,-121.839302,41.7826,1391,BOTH
BK.SUTB.00.HNE,BKSUTB,-121.786102,39.229099,249.5,BOTH
BK.SUTB.00.HNN,BKSUTB,-121.786102,39.229099,249.5,BOTH
BK.SUTB.00.HNZ,BKSUTB,-121.786102,39.229099,249.5,BOTH
BK.TCAS.00.HNE,BKTCAS,-120.560097,35.609501,381,BOTH
BK.TCAS.00.HNN,BKTCAS,-120.560097,35.609501,381,BOTH
BK.TCAS.00.HNZ,BKTCAS,-120.560097,35.609501,381,BOTH
BK.TCHL.00.HNN,BKTCHL,-120.400917,35.688122,431,BOTH
BK.TCHL.00.HNZ,BKTCHL,-120.400917,35.688122,431,BOTH
BK.THIS.00.HNN,BKTHIS,-120.228447,35.724049,643,BOTH
BK.THIS.00.HNZ,BKTHIS,-120.228447,35.724049,643,BOTH
BK.TOLH.00.HNE,BKTOLH,-119.44162,36.94966,383.3,BOTH
BK.TOLH.00.HNN,BKTOLH,-119.44162,36.94966,383.3,BOTH
BK.TOLH.00.HNZ,BKTOLH,-119.44162,36.94966,383.3,BOTH
BK.TRAM.00.HNE,BKTRAM,-120.270927,35.67691,642,BOTH
BK.TRAM.00.HNN,BKTRAM,-120.270927,35.67691,642,BOTH
BK.TRAM.00.HNZ,BKTRAM,-120.270927,35.67691,642,BOTH
BK.TRAY.00.HNE,BKTRAY,-120.125832,35.551682,690,BOTH
BK.TRAY.00.HNN,BKTRAY,-120.125832,35.551682,690,BOTH
BK.TRAY.00.HNZ,BKTRAY,-120.125832,35.551682,690,BOTH
BK.TRIN.00.HNE,BKTRIN,-122.705,40.9741,935,BOTH
BK.TRIN.00.HNN,BKTRIN,-122.705,40.9741,935,BOTH
BK.TRIN.00.HNZ,BKTRIN,-122.705,40.9741,935,BOTH
BK.TSCN.00.HNE,BKTSCN,-120.348061,35.54398,476.5,BOTH
BK.TSCN.00.HNN,BKTSCN,-120.348061,35.54398,476.5,BOTH
BK.TSCN.00.HNZ,BKTSCN,-120.348061,35.54398,476.5,BOTH
BK.TSCS.00.HNE,BKTSCS,-120.353699,35.440701,467,BOTH
BK.TSCS.00.HNN,BKTSCS,-120.353699,35.440701,467,BOTH
BK.TSCS.00.HNZ,BKTSCS,-120.353699,35.440701,467,BOTH
BK.TULE.00.HNN,BKTULE,-121.46731,41.9647,1231.1,BOTH
BK.TULE.00.HNZ,BKTULE,-121.46731,41.9647,1231.1,BOTH
BK.TWIT.00.HNZ,BKTWIT,-121.68321,38.09712,-3,BOTH
BK.VAK.00.HNE,BKVAK,-122.248894,37.877525,256,BOTH
BK.VAK.00.HNN,BKVAK,-122.248894,37.877525,256,BOTH
BK.VAK.00.HNZ,BKVAK,-122.248894,37.877525,256,BOTH
BK.WDC.00.HNE,BKWDC,-122.54113,40.57988,268.29999,BOTH
BK.WDC.00.HNN,BKWDC,-122.54113,40.57988,268.29999,BOTH
BK.WDC.00.HNZ,BKWDC,-122.54113,40.57988,268.29999,BOTH
BK.WEAV.00.HNZ,BKWEAV,-122.98404,40.74575,1066.8,BOTH
BK.WELL.00.HNE,BKWELL,-120.7241,38.43847,563.7,BOTH
BK.WELL.00.HNN,BKWELL,-120.7241,38.43847,563.7,BOTH
BK.WELL.00.HNZ,BKWELL,-120.7241,38.43847,563.7,BOTH
BK.WENL.00.HNN,BKWENL,-121.756973,37.622108,138.9,BOTH
BK.WENL.00.HNZ,BKWENL,-121.756973,37.622108,138.9,BOTH
BK.WHMT.00.HNE,BKWHMT,-122.02018,41.5716,1847.8,BOTH
BK.WHMT.00.HNN,BKWHMT,-122.02018,41.5716,1847.8,BOTH
BK.WHMT.00.HNZ,BKWHMT,-122.02018,41.5716,1847.8,BOTH
BK.WINE.00.HNE,BKWINE,-119.907716,36.670213,73.5,BOTH
BK.WINE.00.HNN,BKWINE,-119.907716,36.670213,73.5,BOTH
BK.WINE.00.HNZ,BKWINE,-119.907716,36.670213,73.5,BOTH
BK.WROK.00.HNE,BKWROK,-120.88023,35.4453,177,BOTH
BK.WROK.00.HNN,BKWROK,-120.88023,35.4453,177,BOTH
